button_pressed,high_stakes,initial_points,multiplier,points,responses,rt,states,stimulus,time_elapsed,times,trial_type,pid
,True,66.0,3.0,3.0,,,"[u'E:D,B,A,C:F', u'E:D,B,A:F,C', u'E,C:D,B,A:F', u'E,C,A:D,B:F', u'E,C,A,B:D:F', u'E,C,A,B,D::F', u'E,C,A,B,D:F:', u'E,C,A,B:F:D', u'E,C,A:F:D,B', u'E,C:F:D,B,A', u'E:F:D,B,A,C', u':F,E:D,B,A,C', u'C:F,E:D,B,A', u'C,A:F,E:D,B', u'C,A,B:F,E:D', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,489557,"[4071, 5512, 6681, 8368, 9312, 10200, 11095, 12094, 13176, 14040, 15047, 15982, 17017, 17937, 19254, 20302, 21647, 22815, 24129, 25566, 27190]",blockworld,12
,True,60.0,3.0,9.0,,,"[u'E,B:A,D:F,C', u'E,B,D:A:F,C', u'E,B,D,A::F,C', u'E,B,D,A,C::F', u'E,B,D,A,C:F:', u'E,B,D,A:F:C', u'E,B,D:F:C,A', u'E,B:F:C,A,D', u'E:F:C,A,D,B', u':F,E:C,A,D,B', u'B:F,E:C,A,D', u'B,D:F,E:C,A', u'B:F,E,D:C,A', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,547868,"[33586, 37797, 38990, 41500, 42734, 43822, 44677, 45582, 46572, 48989, 49925, 51283, 52174, 53340, 54676, 55908, 57387]",blockworld,12
,True,66.0,3.0,15.0,,,"[u'F,D:B,C:E,A', u'F,D:B:E,A,C', u'F,D::E,A,C,B', u'F::E,A,C,B,D', u':F:E,A,C,B,D', u'D:F:E,A,C,B', u'D,B:F:E,A,C', u'D,B,C:F:E,A', u'D,B,C,A:F:E', u'D,B,C,A:F,E:', u'D,B,C:F,E:A', u'D,B:F,E:A,C', u'D:F,E:A,C,B', u':F,E,D:A,C,B', u'B:F,E,D:A,C', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,572339,"[2754, 4792, 5612, 6794, 7890, 8675, 10146, 11212, 12437, 13379, 14474, 15660, 16962, 20003, 20844, 21963, 23042]",blockworld,12
,True,63.0,3.0,6.0,,,"[u'F:D,A,B,C:E', u'F:D,A,B:E,C', u'F:D,A:E,C,B', u'F:D:E,C,B,A', u'F::E,C,B,A,D', u':F:E,C,B,A,D', u'D:F:E,C,B,A', u'D,A:F:E,C,B', u'D,A,B:F:E,C', u'D,A,B,C:F:E', u'D,A,B,C:F,E:', u'D,A,B:F,E:C', u'D,A:F,E:C,B', u'D:F,E:C,B,A', u':F,E,D:C,B,A', u'A:F,E,D:C,B', u'A,B:F,E,D:C', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,598499,"[5283, 6060, 6701, 7461, 8274, 10143, 11170, 12340, 13335, 14309, 16356, 17255, 18327, 19332, 20374, 21462, 22726, 23694, 24958]",blockworld,12
,False,20.0,1.0,7.0,,,"[u'F,C,E:A:D,B', u'F,C:A:D,B,E', u'F:A:D,B,E,C', u'F::D,B,E,C,A', u':F:D,B,E,C,A', u'A:F:D,B,E,C', u'A,C:F:D,B,E', u'A,C:F,E:D,B', u'A,C,B:F,E:D', u'A,C,B:F,E,D:', u'A,C:F,E,D:B', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,623354,"[4758, 5510, 8335, 9205, 12149, 13621, 14708, 17422, 18644, 19702, 20615, 22222, 23684]",blockworld,12
,True,60.0,3.0,12.0,,,"[u'F,B,A,D:C:E', u'F,B,A,D::E,C', u'F,B,A::E,C,D', u'F,B::E,C,D,A', u'F::E,C,D,A,B', u':F:E,C,D,A,B', u'B:F:E,C,D,A', u'B,A:F:E,C,D', u'B,A,D:F:E,C', u'B,A,D,C:F:E', u'B,A,D,C:F,E:', u'B,A,D:F,E:C', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,647564,"[3159, 5726, 6504, 7452, 8541, 9469, 10628, 11485, 12860, 13955, 16595, 17470, 18309, 19277, 21671, 22823]",blockworld,12
,True,72.0,3.0,30.0,,,"[u'D,B:A,C,E,F:', u'D,B:A,C,E:F', u'D,B,E:A,C:F', u'D,B,E,C:A:F', u'D,B,E,C,A::F', u'D,B,E,C,A:F:', u'D,B,E,C:F:A', u'D,B,E:F:A,C', u'D,B:F,E:A,C', u'D:F,E:A,C,B', u':F,E,D:A,C,B', u'B:F,E,D:A,C', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,666363,"[2214, 4005, 4909, 5805, 6822, 7749, 8725, 10172, 10957, 11854, 14144, 15212, 16516, 17661]",blockworld,12
,False,20.0,1.0,2.0,,,"[u'F,C:A,D:E,B', u'F,C,B:A,D:E', u'F,C:A,D:E,B', u'F:A,D:E,B,C', u'F:A:E,B,C,D', u'F::E,B,C,D,A', u':F:E,B,C,D,A', u'A:F:E,B,C,D', u'A,D:F:E,B,C', u'A,D,C:F:E,B', u'A,D,C,B:F:E', u'A,D,C,B:F,E:', u'A,D,C:F,E:B', u'A,D:F,E:B,C', u'A:F,E,D:B,C', u'A,C:F,E,D:B', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,691202,"[3113, 5197, 5983, 6726, 7664, 8517, 10390, 11279, 12023, 12903, 15829, 16758, 17757, 18749, 19799, 21047, 22324, 23653]",blockworld,12
,False,20.0,1.0,2.0,,,"[u'F,B:C,A,D:E', u'F,B:C,A:E,D', u'F:C,A:E,D,B', u'F:C:E,D,B,A', u'F::E,D,B,A,C', u'::E,D,B,A,C,F', u':F:E,D,B,A,C', u'C:F:E,D,B,A', u'C,A:F:E,D,B', u'C,A,B:F:E,D', u'C,A,B,D:F:E', u'C,A,B,D:F,E:', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,714691,"[3413, 4463, 5174, 6142, 7285, 8838, 10022, 11053, 12077, 12919, 13904, 14920, 16431, 17551, 18688, 19762, 21215, 22160]",blockworld,12
,True,51.0,3.0,15.0,,,"[u':B,D,C,A:F,E', u'A:B,D,C:F,E', u'A,C:B,D:F,E', u'A,C,D:B:F,E', u'A,C,D,B::F,E', u'A,C,D,B,E::F', u'A,C,D,B,E:F:', u'A,C,D,B:F,E:', u'A,C,D:F,E:B', u'A,C:F,E,D:B', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,736458,"[3269, 3920, 4636, 6709, 7901, 10251, 14419, 15523, 16420, 17341, 18436, 20651]",blockworld,12
,False,20.0,1.0,5.0,,,"[u'F,C,D,A:B:E', u'F,C,D:B:E,A', u'F,C:B:E,A,D', u'F:B:E,A,D,C', u'F::E,A,D,C,B', u':F:E,A,D,C,B', u'B:F:E,A,D,C', u'B,C:F:E,A,D', u'B,C,D:F:E,A', u'B,C,D,A:F:E', u'B,C,D,A:F,E:', u'B,C,D:F,E:A', u'B,C:F,E,D:A', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,755833,"[3197, 4101, 4895, 5973, 7014, 8764, 9637, 10500, 11856, 12780, 13652, 14494, 15390, 17054, 18245]",blockworld,12
,False,6.0,1.0,2.0,,,"[u'A,C::B', u'A::B,C', u'A:C:B', u'A:C,B:', u':C,B,A:']",,20449,"[2661, 4445, 5291, 6809]",blockworld,12
,True,39.0,3.0,0.0,,,"[u':A,B,D:C', u'D:A,B:C', u'D:A:C,B', u':A,D:C,B', u'B:A,D:C', u'B:A,D,C:', u':A,D,C,B:', u':A,D,C:B', u'C:A,D:B', u'C:A:B,D', u'C,A::B,D', u'C,A:D:B', u'C:D:B,A', u':D:B,A,C', u':D,C:B,A', u'A:D,C:B', u'A:D,C,B:', u':D,C,B,A:']",,43694,"[4017, 4706, 5546, 6684, 7499, 10337, 13498, 14307, 15051, 15819, 16745, 17489, 18169, 19521, 20240, 21283, 22300]",blockworld,12
,False,22.0,1.0,10.0,,,"[u'E,C:B,A:D', u'E:B,A:D,C', u'E:B:D,C,A', u'E::D,C,A,B', u':E:D,C,A,B', u'B:E:D,C,A', u'B,A:E:D,C', u'B,A,C:E:D', u'B,A,C:E,D:', u'B,A:E,D,C:', u'B:E,D,C:A', u':E,D,C,B:A', u':E,D,C,B,A:']",,66341,"[7024, 7816, 10398, 11390, 14592, 15767, 16599, 17452, 18382, 19319, 20360, 21630]",blockworld,12
,False,24.0,1.0,0.0,,,"[u'E,D::F,C,A,B', u'E::F,C,A,B,D', u':E:F,C,A,B,D', u'D:E:F,C,A,B', u'D,B:E:F,C,A', u'D,B,A:E:F,C', u'D,B,A,C:E:F', u'D,B,A,C:E,F:', u'D,B,A:E,F:C', u'D,B:E,F:C,A', u'D:E,F:C,A,B', u':E,F,D:C,A,B', u'B:E,F,D:C,A', u'B,A:E,F,D:C', u'B,A:E,F,D,C:', u'B:E,F,D,C:A', u':E,F,D,C:A,B', u':E,F,D,C,B:A', u':E,F,D,C,B,A:', u':E,F,D,C,B:A', u'B:E,F,D,C:A', u'B:E,F,D:A,C', u'B,D:E,F:A,C', u'B,D:E:A,C,F', u'B,D,E::A,C,F', u'B,D,E:F:A,C', u'B,D:F,E:A,C', u'B,D:F,E,C:A', u'B:F,E,C,D:A', u':F,E,C,D,B:A', u':F,E,C,D,B,A:', u':F,E,C,D,B:A', u'B:F,E,C,D:A', u'B:F,E,C:A,D', u'B,C:F,E:A,D', u'B,C:F,E,D:A', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,121804,"[5445, 6548, 7819, 8885, 9733, 10598, 11571, 12988, 13768, 14721, 15797, 16761, 17760, 18768, 19751, 20762, 22415, 24134, 31309, 32311, 33121, 33813, 34535, 35901, 36813, 37724, 38573, 39392, 40990, 42261, 46604, 47462, 48197, 49943, 50781, 51582, 53148, 54397]",blockworld,12
,True,60.0,3.0,6.0,,,"[u'E:B:F,C,D,A', u'E::F,C,D,A,B', u':E:F,C,D,A,B', u'B:E:F,C,D,A', u'B,A:E:F,C,D', u'B,A,D:E:F,C', u'B,A,D,C:E:F', u'B,A,D,C,E::F', u'B,A,D,C,E,F::', u'B,A,D,C,E:F:', u'B,A,D,C:F,E:', u'B,A,D:F,E,C:', u'B,A,D:F,E:C', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C,A:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,152813,"[8868, 10138, 12588, 13507, 14379, 15139, 16164, 17314, 19656, 20613, 21526, 23437, 24223, 25174, 26048, 27628, 28694, 29916]",blockworld,12
,False,6.0,1.0,0.0,,,"[u'A,C::B', u'A,C:B:', u'A:B:C', u'A::C,B', u'A,B::C', u'A,B:C:', u'A:C,B:', u':C,B,A:']",,45279,"[5182, 7172, 12936, 18003, 19198, 21281, 22553]",blockworld,19
,True,39.0,3.0,15.0,,,"[u':A,B,D:C', u':A,B:C,D', u'B:A:C,D', u'B,A::C,D', u'B,A:D:C', u'B,A:D,C:', u'B:D,C:A', u':D,C,B:A', u':D,C,B,A:']",,63997,"[4425, 8255, 9790, 11511, 13423, 14938, 16232, 17395]",blockworld,19
,False,22.0,1.0,10.0,,,"[u'E,C:B,A:D', u'E:B,A:D,C', u'E:B:D,C,A', u'E::D,C,A,B', u':E:D,C,A,B', u'B:E:D,C,A', u'B,A:E:D,C', u'B,A,C:E:D', u'B,A,C:E,D:', u'B,A:E,D,C:', u'B:E,D,C:A', u':E,D,C,B:A', u':E,D,C,B,A:']",,92537,"[7289, 9393, 13377, 14673, 16900, 18096, 20416, 21914, 23077, 24679, 26068, 27293]",blockworld,19
,True,72.0,3.0,24.0,,,"[u'E,D::F,C,A,B', u'E,D,B::F,C,A', u'E,D,B,A::F,C', u'E,D,B,A,C::F', u'E,D,B,A,C:F:', u'E,D,B,A:F:C', u'E,D,B:F:C,A', u'E,D:F:C,A,B', u'E:F:C,A,B,D', u':F,E:C,A,B,D', u':F,E,D:C,A,B', u'B:F,E,D:C,A', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,131671,"[9859, 11216, 15395, 17513, 19538, 21021, 22486, 23571, 24851, 26007, 27408, 29206, 30947, 32931, 34616, 37729]",blockworld,19
,False,16.0,1.0,0.0,,,"[u'F,C,B,A::D,E', u'F,C,B:A:D,E', u'F,C:A,B:D,E', u'F:A,B,C:D,E', u'F,E:A,B,C:D', u'F,E:A,B,C,D:', u'F,E:A,B,C:D', u'F,E:A,B:D,C', u'F,E:A:D,C,B', u'F,E::D,C,B,A', u'F::D,C,B,A,E', u':F:D,C,B,A,E', u':F,E:D,C,B,A', u'A:F,E:D,C,B', u'A,B:F,E:D,C', u'A,B,C:F,E:D', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,179744,"[7700, 11044, 12024, 14472, 17789, 26088, 28703, 29671, 31083, 34686, 35970, 37630, 38659, 40053, 41273, 42644, 43988, 45417, 46847]",blockworld,19
,False,24.0,1.0,4.0,,,"[u':A,C,E,F:D,B', u':A,C,E:D,B,F', u'E:A,C:D,B,F', u'E,C:A:D,B,F', u'E,C,A::D,B,F', u'E,C,A:F:D,B', u'E,C:F,A:D,B', u'E,C:F:D,B,A', u'E:F:D,B,A,C', u':F,E:D,B,A,C', u'C:F,E:D,B,A', u'C,A:F,E:D,B', u'C,A:F,E,B:D', u'C,A,B:F,E:D', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,220813,"[10089, 11278, 12612, 13982, 17919, 19052, 20482, 21802, 23025, 24397, 25438, 26537, 27652, 28913, 31034, 32739, 34193, 35730, 38640, 39911]",blockworld,19
,False,20.0,1.0,2.0,,,"[u'F,C,E:A:D,B', u'F,C:A,E:D,B', u'F,C,E:A:D,B', u'F,C,E,B:A:D', u'F,C,E,B,D:A:', u'F,C,E,B,D::A', u'F,C,E,B:D:A', u'F,C,E:D:A,B', u'F,C:D,E:A,B', u'F:D,E:A,B,C', u'F:D:A,B,C,E', u'F::A,B,C,E,D', u':F:A,B,C,E,D', u'D:F:A,B,C,E', u'D:F,E:A,B,C', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,284897,"[15787, 24179, 25884, 32093, 33559, 38331, 40390, 42250, 43743, 46199, 50208, 52727, 53949, 56832, 58541, 59538, 61218, 62938]",blockworld,19
,False,20.0,1.0,5.0,,,"[u'E:B:F,C,D,A', u':B,E:F,C,D,A', u'A:B,E:F,C,D', u'A:B:F,C,D,E', u'A,B::F,C,D,E', u'A,B:E:F,C,D', u'A,B:E,D:F,C', u'A,B,C:E,D:F', u'A,B,C,D:E:F', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,314340,"[7215, 8414, 11011, 12185, 14113, 15308, 16591, 18178, 19783, 21121, 23678, 24793, 25821, 27059, 28364]",blockworld,19
,True,60.0,3.0,9.0,,,"[u'E:C,A,D:F,B', u'E,D:C,A:F,B', u'E,D:C:F,B,A', u'E,D,C::F,B,A', u'E,D,C:A:F,B', u'E,D,C,B:A:F', u'E,D,C,B,A::F', u'E,D,C,B,A:F:', u'E,D,C,B:F:A', u'E,D,C:F:A,B', u'E,D:F,C:A,B', u'E,D:F:A,B,C', u'E:F:A,B,C,D', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,352963,"[7226, 8338, 9515, 14001, 15176, 16685, 20923, 22400, 24072, 25283, 26361, 30115, 31385, 32788, 33760, 35406, 37396]",blockworld,19
,True,51.0,3.0,3.0,,,"[u'F,E,A:B,C:D', u'F,E,A:B:D,C', u'F,E:B,A:D,C', u'F,E,A:B:D,C', u'F,E,A::D,C,B', u'F,E::D,C,B,A', u'F::D,C,B,A,E', u'::D,C,B,A,E,F', u':F:D,C,B,A,E', u':F,E:D,C,B,A', u'A:F,E:D,C,B', u'A,B:F,E:D,C', u'A,B,C:F,E:D', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,393195,"[10230, 13767, 19374, 20525, 21626, 23710, 24682, 27228, 28517, 29886, 31197, 33606, 35056, 36307, 37528, 38945]",blockworld,19
