button_pressed,high_stakes,initial_points,multiplier,points,responses,rt,states,stimulus,time_elapsed,times,trial_type,pid
,,,,,,,"[u'E:C:F,B,A,D', u'E,C::F,B,A,D', u'E,C,D::F,B,A', u'E,C,D:A:F,B', u'E,C,D:A,B:F', u'E,C,D,B:A:F', u'E,C,D,B,A::F', u'E,C,D,B,A:F:', u'E,C,D,B:F:A', u'E,C,D:F:A,B', u'E,C:F:A,B,D', u'E:F,C:A,B,D', u'E:F:A,B,D,C', u':F,E:A,B,D,C', u':F,E,C:A,B,D', u'C:F,E:A,B,D', u'C:F,E,D:A,B', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,269684,"[3123, 4060, 6251, 6892, 7772, 8595, 9380, 10324, 11012, 12427, 12988, 13859, 15747, 16315, 17067, 18227, 20227, 21563, 22634]",blockworld,48
,,,,,,,"[u'F,E,A:B,C:D', u'F,E:B,C:D,A', u'F:B,C:D,A,E', u'F:B:D,A,E,C', u'F::D,A,E,C,B', u':F:D,A,E,C,B', u'B:F:D,A,E,C', u'B,C:F:D,A,E', u'B,C:F,E:D,A', u'B,C,A:F,E:D', u'B,C,A:F,E,D:', u'B,C:F,E,D:A', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,286236,"[2843, 4140, 5659, 6547, 7922, 8603, 9659, 10564, 11211, 12067, 13092, 13836, 14762, 15739]",blockworld,48
,,,,,,,"[u'F,E:B,D,C,A:', u'F,E:B,D,C:A', u'F,E,C:B,D:A', u'F,E,C,D:B:A', u'F,E,C,D::A,B', u'F,E,C:D:A,B', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u'E:F:A,B,C,D', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,308363,"[5818, 6595, 7483, 8563, 9555, 10187, 11226, 12147, 13660, 14875, 15955, 16659, 18082, 20227, 21387]",blockworld,48
,,,,,,,"[u'F:D,A,B,C:E', u'F,C:D,A,B:E', u'F,C,B:D,A:E', u'F,C,B,E:D,A:', u'F,C,B,E,A:D:', u'F,C,B,E,A::D', u'F,C,B,E:A:D', u'F,C,B:A:D,E', u'F,C,B,E:A:D', u'F,C,B,E,D:A:', u'F,C,B,E,D::A', u'F,C,B,E:D:A', u'F,C,B:D,E:A', u'F,C:D,E:A,B', u'F:D,E:A,B,C', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,339004,"[3572, 4260, 6804, 7515, 8219, 9419, 10780, 16348, 17364, 18196, 19021, 19771, 20459, 21364, 22660, 23364, 24259, 24964, 25844, 26484, 27140, 28100, 29476]",blockworld,48
,,,,,,,"[u'F,C,B,A::D,E', u'F,C,B::D,E,A', u'F,C::D,E,A,B', u'F:C:D,E,A,B', u'F::D,E,A,B,C', u':F:D,E,A,B,C', u'C:F:D,E,A,B', u'C,B:F:D,E,A', u'C,B,A:F:D,E', u'C,B,A:F,E:D', u'C,B,A:F,E,D:', u'C,B:F,E,D:A', u'C:F,E,D:A,B', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,362164,"[2779, 3468, 4676, 7251, 9364, 10627, 11876, 12748, 13555, 14859, 15732, 16867, 18620, 20364, 22460]",blockworld,48
,,,,,,,"[u'F,C,D,A:B:E', u'F,C,D,A:B,E:', u'F,C,D:B,E:A', u'F,C,D,E:B:A', u'F,C,D,E::A,B', u'F,C,D:E:A,B', u'F,C:E,D:A,B', u'F:E,D:A,B,C', u'F:E:A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,380260,"[5149, 6164, 7205, 8044, 8844, 9540, 10324, 11060, 12132, 12852, 13653, 14821, 15405, 16244, 17380]",blockworld,48
,,,,,,,"[u'E:B:F,C,D,A', u':B,E:F,C,D,A', u'A:B,E:F,C,D', u'A:B:F,C,D,E', u'A,B::F,C,D,E', u'A,B:E:F,C,D', u'A,B:E,D:F,C', u'A,B,C:E,D:F', u'A,B,C,D:E:F', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,399122,"[5090, 5938, 7233, 7994, 8865, 10033, 10658, 11873, 12826, 13602, 14522, 15250, 16010, 16953, 18073]",blockworld,48
,,,,,,,"[u'F,D:B,C:E,A', u'F:B,C:E,A,D', u'F:B:E,A,D,C', u'F::E,A,D,C,B', u':F:E,A,D,C,B', u'B:F:E,A,D,C', u'B,C:F:E,A,D', u'B,C,D:F:E,A', u'B,C,D,A:F:E', u'B,C,D,A:F,E:', u'B,C,D:F,E:A', u'B,C:F,E,D:A', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,416171,"[2251, 2973, 4547, 5236, 6244, 7204, 7900, 9796, 10877, 11668, 12279, 13004, 15132, 16349]",blockworld,48
,,,,,,,"[u'F,B:C,A,D:E', u'F,B:C,A:E,D', u'F,B,A:C:E,D', u'F,B,A::E,D,C', u'F,B,A:C:E,D', u'F,B,A:C,D:E', u'F,B,A:C,D,E:', u'F,B:C,D,E:A', u'F:C,D,E:A,B', u'F,E:C,D:A,B', u'F,E,D:C:A,B', u'F,E,D::A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,439282,"[1516, 3116, 4692, 7324, 7884, 9437, 10373, 11364, 13060, 13485, 14203, 15452, 16635, 17468, 18420, 19045, 19636, 21069, 22236]",blockworld,48
,,,,,,,"[u'F,C,E:A:D,B', u'F,C,E,A::D,B', u'F,C,E,A,B::D', u'F,C,E,A,B:D:', u'F,C,E,A:D,B:', u'F,C,E:D,B:A', u'F,C,E:D:A,B', u'F,C:D,E:A,B', u'F:D,E:A,B,C', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,462058,"[2907, 7994, 8995, 10098, 10961, 11762, 12530, 13226, 13890, 14561, 15386, 16290, 17105, 17810, 18450, 20577, 21898]",blockworld,48
,,,,,,,"[u'A,C::B', u'A::B,C', u':A:B,C', u'C:A:B', u'C:A,B:', u':A,B,C:', u':A,B:C', u':A:C,B', u'A::C,B', u'A,B::C', u'A,B:C:', u'A:C,B:', u':C,B,A:']",,61368,"[5634, 7137, 8998, 10695, 12282, 19418, 20738, 22089, 30375, 31684, 33058, 34714]",blockworld,0
,,,,,,,"[u':A,B,D:C', u'D:A,B:C', u'D:A:C,B', u'D::C,B,A', u':D:C,B,A', u'A:D:C,B', u'A,B:D:C', u'A,B:D,C:', u'A:D,C,B:', u':D,C,B,A:']",,90942,"[6948, 15371, 17139, 18497, 21081, 22966, 24870, 26503, 28341]",blockworld,0
,,,,,,,"[u'D:A,B:E,C', u'D,B:A:E,C', u'D,B,C:A:E', u'D,B,C,A::E', u'D,B,C,A:E:', u'D,B,C:E:A', u'D,B:E,C:A', u'D:E,C:A,B', u'D:E:A,B,C', u':E,D:A,B,C', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,118476,"[4754, 6328, 8783, 10346, 12822, 15687, 17424, 18787, 20465, 21783, 23706, 25877]",blockworld,0
,,,,,,,"[u'F,D:B,C:E,A', u'F:B,C:E,A,D', u'F:B:E,A,D,C', u'F,B::E,A,D,C', u'F::E,A,D,C,B', u':F:E,A,D,C,B', u':F,B:E,A,D,C', u':F,B,C:E,A,D', u':F,B,C,D:E,A', u'A:F,B,C,D:E', u'A,D:F,B,C:E', u'A,D:F,B:E,C', u'A,D,B:F:E,C', u'A,D:F:E,C,B', u'A:F,D:E,C,B', u'A,B:F,D:E,C', u'A,B,C:F,D:E', u'A,B,C,D:F:E', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,174873,"[8204, 9879, 12216, 15109, 17370, 20881, 23279, 26521, 30088, 32216, 35618, 37274, 40280, 41449, 43499, 45142, 46930, 48766, 50198, 51475, 52954, 55136]",blockworld,0
,,,,,,,"[u':A,C,E,F:D,B', u':A,C,E:D,B,F', u':A,C:D,B,F,E', u':A:D,B,F,E,C', u'A::D,B,F,E,C', u'A:C:D,B,F,E', u'A:C,E:D,B,F', u'A:C,E,F:D,B', u'A,B:C,E,F:D', u'A,B:C,E:D,F', u'A,B:C:D,F,E', u'A,B,C::D,F,E', u'A,B,C,E::D,F', u'A,B,C,E:F:D', u'A,B,C,E:F,D:', u'A,B,C,E:F:D', u'A,B,C:F,E:D', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,221218,"[12283, 13229, 14838, 16892, 19088, 21008, 22202, 24723, 26469, 27796, 29641, 32428, 33875, 35867, 38003, 39411, 40740, 41751, 43075, 45240]",blockworld,0
,,,,,,,"[u'E:C:F,B,A,D', u'E,D:C:F,B,A', u'E:C:F,B,A,D', u':C,E:F,B,A,D', u'D:C,E:F,B,A', u'D,A:C,E:F,B', u'D,A,B:C,E:F', u'D,A,B:C,E,F:', u'D,A,B,F:C,E:', u'D,A,B,F:C:E', u'D,A,B,F::E,C', u'D,A,B:F:E,C', u'D,A,B,C:F:E', u'D,A,B,C:F,E:', u'D,A,B:F,E:C', u'D,A:F,E:C,B', u'D:F,E:C,B,A', u':F,E,D:C,B,A', u'A:F,E,D:C,B', u'A,B:F,E,D:C', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,277584,"[10940, 14049, 15466, 16923, 19586, 21078, 25416, 27123, 28578, 31177, 32919, 34325, 35963, 38818, 41000, 42952, 44522, 46294, 48142, 49712, 53121, 55071]",blockworld,0
,,,,,,,"[u'F:B,D,A,C,E:', u'F:B,D,A,C:E', u'F:B,D,A:E,C', u'F:B,D:E,C,A', u'F:B:E,C,A,D', u'F::E,C,A,D,B', u':F:E,C,A,D,B', u':F,B:E,C,A,D', u'D:F,B:E,C,A', u':F,B,D:E,C,A', u'A:F,B,D:E,C', u'A:F,B:E,C,D', u'A,B:F:E,C,D', u'A,B:F,D:E,C', u'A,B,C:F,D:E', u'A,B,C,D:F:E', u'A,B,C,D:F,E:', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,326128,"[9339, 12943, 13897, 14798, 15895, 17343, 20192, 22769, 25326, 27434, 28809, 30349, 32090, 33707, 35222, 36824, 39041, 41682, 42864, 43788, 45385, 47232]",blockworld,0
,,,,,,,"[u'F,C,B,A::D,E', u'F,C,B::D,E,A', u'F,C::D,E,A,B', u'F::D,E,A,B,C', u':F:D,E,A,B,C', u'C:F:D,E,A,B', u'C,B:F:D,E,A', u'C,B,A:F:D,E', u'C,B,A:F,E:D', u'C,B,A:F,E,D:', u'C,B:F,E,D:A', u'C:F,E,D:A,B', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,353310,"[7547, 8909, 10287, 11672, 13594, 15142, 16246, 17285, 18999, 20512, 21877, 22954, 24113, 25765]",blockworld,0
,,,,,,,"[u'E:B:F,C,D,A', u'E,B::F,C,D,A', u'E,B,A::F,C,D', u'E,B,A,D::F,C', u'E,B,A,D,C::F', u'E,B,A,D,C:F:', u'E,B,A,D:F,C:', u'E,B,A:F,C:D', u'E,B,A:F:D,C', u'E,B:F,A:D,C', u'E:F,A:D,C,B', u'E:F:D,C,B,A', u':F,E:D,C,B,A', u'A:F,E:D,C,B', u'A,B:F,E:D,C', u'A,B,C:F,E:D', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,390501,"[8907, 10196, 11402, 12731, 13799, 17537, 18685, 20136, 21995, 22998, 24012, 27983, 29256, 30552, 31703, 32828, 33738, 34735, 36060]",blockworld,0
,,,,,,,"[u'F,E,A:B,C:D', u'F,E,A:B:D,C', u'F,E:B:D,C,A', u'F,E::D,C,A,B', u'F::D,C,A,B,E', u':F:D,C,A,B,E', u':F,E:D,C,A,B', u'B:F,E:D,C,A', u'B,A:F,E:D,C', u'B,A,C:F,E:D', u'B,A,C:F,E,D:', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,418312,"[6712, 7941, 9580, 10909, 12417, 14042, 15263, 16627, 17788, 19241, 20238, 21701, 22732, 24758, 26306]",blockworld,0
,,,,,,,"[u'F,C,E:A:D,B', u'F,C,E::D,B,A', u'F,C::D,B,A,E', u'F::D,B,A,E,C', u':F:D,B,A,E,C', u'C:F:D,B,A,E', u'C:F,E:D,B,A', u'C,A:F,E:D,B', u'C,A,B:F,E:D', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D:B,A,C', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,454390,"[11195, 12710, 14943, 16131, 17471, 18710, 20387, 21680, 23291, 24736, 26425, 27741, 29536, 30957, 33042, 34801]",blockworld,0
,,,,,,,"[u'E:D,B,A,C:F', u'E,C:D,B,A:F', u'E:D,B,A:F,C', u'E:D,B,A,C:F', u':D,B,A,C:F,E', u'C:D,B,A:F,E', u'C,A:D,B:F,E', u'C,A,B:D:F,E', u'C,A,B,D::F,E', u'C,A,B,D,E::F', u'C,A,B,D,E:F:', u'C,A,B,D:F,E:', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,483786,"[4622, 7223, 9239, 10981, 12138, 13178, 14093, 15432, 16925, 17993, 19270, 20537, 21529, 22608, 23719, 24933, 26879, 28228]",blockworld,0
,,,,,,,"[u'F,E,C:B,A:D', u'F,E,C:B:D,A', u'F,E:B:D,A,C', u'F:B:D,A,C,E', u'F,B::D,A,C,E', u'F::D,A,C,E,B', u':F:D,A,C,E,B', u'B:F:D,A,C,E', u'B:F,E:D,A,C', u'B,C:F,E:D,A', u'B,C,A:F,E:D', u'B,C,A:F,E,D:', u'B,C:F,E,D:A', u'B:F,E,D,C:A', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,513321,"[7012, 8141, 9515, 11085, 12282, 13473, 14679, 16003, 17067, 18154, 19738, 20887, 22148, 23673, 26444, 28272]",blockworld,0
,,,,,,,"[u'F,B:C,A,D:E', u'F,B:C,A:E,D', u'F:C,A:E,D,B', u'F:C:E,D,B,A', u'F::E,D,B,A,C', u':F:E,D,B,A,C', u':F,C:E,D,B,A', u':F,C,A:E,D,B', u':F,C,A,B:E,D', u'D:F,C,A,B:E', u'D:F,C,A:E,B', u'D:F,C:E,B,A', u'D,C:F:E,B,A', u'D,C:F,A:E,B', u'D,C,B:F,A:E', u'D,C,B,E:F,A:', u'D,C,B,E:F:A', u'D,C,B:F,E:A', u'D,C:F,E:A,B', u'D:F,E:A,B,C', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,568440,"[18845, 19874, 20970, 22172, 23589, 25132, 26222, 27375, 29340, 30410, 31230, 32204, 34146, 39009, 42816, 43861, 45947, 46980, 48171, 49626, 50776, 52029, 53803]",blockworld,0
,,,,,,,"[u'E,B:A,D:F,C', u'E,B,C:A,D:F', u'E,B,C,D:A:F', u'E,B,C,D,A::F', u'E,B,C,D,A:F:', u'E,B,C,D:F:A', u'E,B,C:F:A,D', u'E,B:F:A,D,C', u'E:F:A,D,C,B', u':F,E:A,D,C,B', u'B:F,E:A,D,C', u'B,C:F,E:A,D', u'B,C:F,E,D:A', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,599233,"[9684, 10637, 13287, 14474, 15665, 16637, 17507, 18420, 19610, 20752, 21738, 22874, 25954, 27652, 29619]",blockworld,0
,,,,,,,"[u'F:D,A,B,C:E', u'F:D,A,B:E,C', u'F:D,A:E,C,B', u'F:D:E,C,B,A', u'F::E,C,B,A,D', u':F:E,C,B,A,D', u'D:F:E,C,B,A', u'D,A:F:E,C,B', u'D,A,B:F:E,C', u'D,A,B,C:F:E', u'D,A,B,C:F,E:', u'D,A,B:F,E:C', u'D,A:F,E:C,B', u'D:F,E:C,B,A', u'D,A:F,E:C,B', u'D:F,E:C,B,A', u':F,E,D:C,B,A', u'A:F,E,D:C,B', u'A,B:F,E,D:C', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,630528,"[4035, 6303, 8510, 9712, 10983, 12455, 13592, 14648, 15648, 16788, 17925, 18941, 19881, 21797, 23136, 24155, 25150, 26334, 27634, 28583, 30164]",blockworld,0
,,,,,,,"[u'F,E:B,D,C,A:', u'F,E:B,D,C:A', u'F,E,C:B,D:A', u'F,E,C,D:B:A', u'F,E,C,D::A,B', u'F,E,C:D:A,B', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,670354,"[22274, 23830, 24832, 26072, 27654, 28807, 30133, 31678, 32773, 33987, 35246, 36007, 37153, 38727]",blockworld,0
,,,,,,,"[u'F,C,D,A:B:E', u'F,C,D,A:B,E:', u'F,C,D:B,E:A', u'F,C,D,E:B:A', u'F,C,D,E::A,B', u'F,C,D:E:A,B', u'F,C:E,D:A,B', u'F:E,D:A,B,C', u'F:E:A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,697439,"[9002, 10311, 11148, 12241, 13827, 14747, 15790, 16803, 18215, 19613, 20882, 22016, 22998, 24069, 25872]",blockworld,0
,,,,,,,"[u'E:C,A,D:F,B', u'E,D:C,A:F,B', u'E,D,A:C:F,B', u'E,D,A,B:C:F', u'E,D,A,B,C::F', u'E,D,A,B,C:F:', u'E,D,A,B:F,C:', u'E,D,A:F,C,B:', u'E,D:F,C,B:A', u'E,D:F,C:A,B', u'E,D:F:A,B,C', u'E:F:A,B,C,D', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,727455,"[6843, 7999, 8971, 11861, 13185, 14964, 16240, 17764, 18868, 19840, 20859, 21945, 22975, 23832, 25011, 28554]",blockworld,0
,,,,,,,"[u'A,C::B', u'A:C:B', u'A:C,B:', u':C,B,A:']",,28895,"[5763, 7236, 9021]",blockworld,45
,,,,,,,"[u':B:D,A,C', u'B::D,A,C', u'B,C::D,A', u'B,C,A::D', u'B,C,A:D:', u'B,C:D:A', u'B:D:A,C', u':D,B:A,C', u'B:D:A,C', u'B:D,C:A', u':D,C,B:A', u':D,C,B,A:']",,53286,"[5185, 8575, 9794, 11596, 12899, 14482, 16235, 20101, 21022, 22184, 23464]",blockworld,45
,,,,,,,"[u'D::E,B,A,C', u'D,C::E,B,A', u'D,C,A::E,B', u'D,C,A,B::E', u'D,C,A,B:E:', u'D,C,A:E:B', u'D,C:E:B,A', u'D:E:B,A,C', u':E,D:B,A,C', u':E,D,C:B,A', u'A:E,D,C:B', u'A:E,D,C,B:', u':E,D,C,B,A:']",,81653,"[5453, 9942, 12858, 14168, 17622, 19118, 20422, 21599, 22610, 24206, 26207, 27407]",blockworld,45
,,,,,,,"[u'E,B:A,D:F,C', u'E,B,D:A:F,C', u'E,B,D,A::F,C', u'E,B,D,A,C::F', u'E,B,D,A,C:F:', u'E,B,D,A:F:C', u'E,B,D:F:C,A', u'E,B:F:C,A,D', u'E:F:C,A,D,B', u':F,E:C,A,D,B', u'B:F,E:C,A,D', u'B:F,E,D:C,A', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,109581,"[5799, 7127, 8188, 9217, 10666, 12459, 13767, 15294, 16559, 17631, 18991, 20070, 21488, 22583, 24746, 26625]",blockworld,45
,,,,,,,"[u'E:D,B,A,C:F', u':D,B,A,C:F,E', u'C:D,B,A:F,E', u'C,A:D,B:F,E', u'C,A,B:D:F,E', u'C,A,B,D::F,E', u'C,A,B,D,E::F', u'C,A,B,D,E:F:', u'C,A,B,D:F,E:', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,146985,"[8698, 11725, 18130, 20901, 22360, 24599, 25906, 27460, 28419, 29370, 30675, 32160, 33440, 34905, 36251]",blockworld,45
,,,,,,,"[u'F,E:B,D,C,A:', u'F,E:B,D,C:A', u'F,E,C:B,D:A', u'F,E,C,D:B:A', u'F,E,C,D::A,B', u'F,E,C:D:A,B', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,182749,"[7713, 15318, 17702, 19950, 21472, 23410, 24792, 27269, 28418, 29678, 30742, 31904, 33132, 34635]",blockworld,45
,,,,,,,"[u'F,E,A:B,C:D', u'F,E,A:B,C,D:', u'F,E:B,C,D:A', u'F,E,D:B,C:A', u'F,E,D,C:B:A', u'F,E,D,C::A,B', u'F,E,D::A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,206598,"[5520, 7114, 8969, 9880, 11173, 12248, 13282, 14490, 15623, 17338, 18483, 19264, 20319, 22840]",blockworld,45
,,,,,,,"[u'F,E,C:B,A:D', u'F,E:B,A:D,C', u'F,E:B:D,C,A', u'F,E::D,C,A,B', u'F::D,C,A,B,E', u':F:D,C,A,B,E', u':F,E:D,C,A,B', u':F,E,B:D,C,A', u'A:F,E,B:D,C', u'A,B:F,E:D,C', u'A,B,C:F,E:D', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,243155,"[7141, 12058, 15698, 18611, 19859, 21908, 24172, 25931, 26976, 28869, 30030, 30873, 33713, 35433]",blockworld,45
,,,,,,,"[u'F:B,D,A,C,E:', u'F:B,D,A,C:E', u'F,C:B,D,A:E', u'F,C,A:B,D:E', u'F,C,A:B:E,D', u'F,C:B,A:E,D', u'F:B,A:E,D,C', u'F,A:B:E,D,C', u'F,A::E,D,C,B', u'F::E,D,C,B,A', u':F:E,D,C,B,A', u'A:F:E,D,C,B', u'A,B:F:E,D,C', u'A,B,C:F:E,D', u'A,B,C,D:F:E', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,279329,"[6911, 8844, 9749, 11638, 14000, 15724, 16867, 17953, 24316, 25456, 26530, 27463, 28308, 29459, 30517, 31504, 32364, 33655, 35124]",blockworld,45
,,,,,,,"[u'F,C,D,A:B:E', u'F,C,D,A:B,E:', u'F,C,D:B,E:A', u'F,C,D,E:B:A', u'F,C,D,E::A,B', u'F,C,D:E:A,B', u'F,C:E,D:A,B', u'F:E,D:A,B,C', u'F:E:A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,311126,"[8497, 9588, 10817, 12205, 17696, 19889, 20841, 22097, 23403, 24586, 26192, 27456, 28372, 29443, 30699]",blockworld,45
,,,,,,,"[u'F,B:C,A,D:E', u'F,B,E:C,A,D:', u'F,B,E,D:C,A:', u'F,B,E,D:C:A', u'F,B,E:C,D:A', u'F,B:C,D,E:A', u'F:C,D,E:A,B', u'F,E:C,D:A,B', u'F,E,D:C:A,B', u'F,E,D::A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,341246,"[6551, 7767, 9325, 12413, 13311, 15988, 17845, 19036, 20103, 21206, 22244, 23151, 24230, 25350, 26468, 27758, 29141]",blockworld,45
,,,,,,,"[u'F:D,A,B,C:E', u'F,E:D,A,B,C:', u'F,E:D,A,B:C', u'F,E,B:D,A:C', u'F,E,B,C:D,A:', u'F,E,B,C:D:A', u'F,E,B:D,C:A', u'F,E:D,C:A,B', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,379778,"[12755, 14179, 17733, 20475, 21574, 23013, 24018, 24914, 26724, 29100, 30852, 32575, 33619, 34492, 35716, 37403]",blockworld,45
,,,,,,,"[u'F,C,B,A::D,E', u'F,C,B,A:E:D', u'F,C,B,A:E,D:', u'F,C,B:E,D:A', u'F,C:E,D:A,B', u'F:E,D:A,B,C', u'F:E:A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,406733,"[11411, 12899, 14027, 15258, 16261, 17323, 18665, 19629, 21519, 22640, 23683, 24851, 26209]",blockworld,45
,,,,,,,"[u'E:C:F,B,A,D', u':C,E:F,B,A,D', u':C,E,D:F,B,A', u'A:C,E,D:F,B', u'A,B:C,E,D:F', u'A,B:C,E:F,D', u'A,B:C:F,D,E', u'A,B,C::F,D,E', u'A,B,C:E:F,D', u'A,B,C,D:E:F', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,437690,"[7430, 8490, 9740, 11371, 15527, 16658, 17996, 19699, 20746, 22556, 23644, 25236, 26165, 27044, 28115, 29897]",blockworld,45
