button_pressed,high_stakes,initial_points,multiplier,points,responses,rt,states,stimulus,time_elapsed,times,trial_type,pid
,True,72.0,3.0,24.0,,,"[u':A,C,E,F:D,B', u'F:A,C,E:D,B', u'F,B:A,C,E:D', u'F,B:A,C:D,E', u'F:A,C:D,E,B', u'F:A:D,E,B,C', u'F::D,E,B,C,A', u':F:D,E,B,C,A', u'A:F:D,E,B,C', u'A,C:F:D,E,B', u'A,C,B:F:D,E', u'A,C,B:F,E:D', u'A,C,B:F,E,D:', u'A,C:F,E,D:B', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,587502,"[11459, 12739, 17236, 21713, 24435, 25984, 27618, 29092, 30413, 31795, 33340, 34635, 36144, 37179, 38483, 39450]",blockworld,20
,True,60.0,3.0,9.0,,,"[u'E,B:A,D:F,C', u'E,B,D:A:F,C', u'E,B,D,A::F,C', u'E,B,D,A:C:F', u'E,B,D,A,C::F', u'E,B,D,A,C:F:', u'E,B,D,A:F:C', u'E,B,D:F,A:C', u'E,B:F,A:C,D', u'E:F,A:C,D,B', u'E:F:C,D,B,A', u':F,E:C,D,B,A', u'A:F,E:C,D,B', u'A,B:F,E:C,D', u'A,B:F,E,D:C', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,624285,"[5435, 7178, 8799, 10850, 12676, 15107, 21209, 22670, 25306, 26450, 27701, 29038, 30122, 32002, 33183, 34266, 35325]",blockworld,20
,True,51.0,3.0,15.0,,,"[u'F,E:B,D,C,A:', u'F,E:B,D,C:A', u'F,E:B,D:A,C', u'F,E:B:A,C,D', u'F:B:A,C,D,E', u'F::A,C,D,E,B', u':F:A,C,D,E,B', u'B:F:A,C,D,E', u'B:F,E:A,C,D', u'B:F,E,D:A,C', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,644915,"[3000, 4268, 5596, 6823, 8529, 9949, 11715, 13515, 14816, 15893, 17337, 18480]",blockworld,20
,False,22.0,1.0,3.0,,,"[u'F:B,D,A,C,E:', u'F:B,D,A,C:E', u'F:B,D,A:E,C', u'F:B,D:E,C,A', u'F:B:E,C,A,D', u'F::E,C,A,D,B', u':F:E,C,A,D,B', u'B:F:E,C,A,D', u'B,D:F:E,C,A', u'B,D,A:F:E,C', u'B,D,A,C:F:E', u'B,D,A,C:F,E:', u'B,D,A:F,E:C', u'B,D:F,E:C,A', u'B:F,E,D:C,A', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,694475,"[10510, 11894, 13173, 15182, 16124, 17469, 19395, 28283, 31359, 33239, 35258, 38884, 40425, 41716, 43006, 44402, 45553, 46783, 47940]",blockworld,20
,False,21.0,1.0,1.0,,,"[u'F:D,A,B,C:E', u'F:D,A,B:E,C', u'F:D,A:E,C,B', u'F:D:E,C,B,A', u'F::E,C,B,A,D', u':F:E,C,B,A,D', u'D:F:E,C,B,A', u'D:F,A:E,C,B', u'D,A:F:E,C,B', u'D,A,B:F:E,C', u'D,A,B,C:F:E', u'D,A,B,C:F,E:', u'D,A,B:F,E:C', u'D,A:F,E:C,B', u'D:F,E:C,B,A', u':F,E,D:C,B,A', u'A:F,E,D:C,B', u'A,B:F,E,D:C', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,752890,"[11237, 13658, 14859, 27589, 28977, 31412, 34399, 35989, 37110, 39129, 40450, 43258, 44833, 46276, 48857, 50192, 51461, 54355, 55606, 56674]",blockworld,20
,True,66.0,3.0,18.0,,,"[u'F,D:B,C:E,A', u'F:B,C:E,A,D', u'F:B:E,A,D,C', u'F::E,A,D,C,B', u':F:E,A,D,C,B', u'B:F:E,A,D,C', u'B,C:F:E,A,D', u'B,C:F,D:E,A', u'B,C:F,D,A:E', u'B,C,A:F,D:E', u'B,C,A,D:F:E', u'B,C,A,D:F,E:', u'B,C,A:F,E,D:', u'B,C:F,E,D:A', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,788655,"[6213, 8645, 10364, 11823, 13413, 15371, 19432, 20953, 23202, 26121, 27375, 28886, 30193, 31686, 32810, 34015]",blockworld,20
,True,60.0,3.0,9.0,,,"[u'E:C,A,D:F,B', u'E,D:C,A:F,B', u'E,D,B:C,A:F', u'E,D,B,A:C:F', u'E,D,B,A,C::F', u'E,D,B,A,C:F:', u'E,D,B,A:F:C', u'E,D,B:F:C,A', u'E,D:F:C,A,B', u'E:F:C,A,B,D', u':F,E:C,A,B,D', u':F,E,D:C,A,B', u'B:F,E,D:C,A', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,822418,"[6172, 7635, 9984, 11963, 13122, 14943, 16424, 17873, 19558, 20858, 22023, 24210, 27537, 28634, 29855, 31031, 32359]",blockworld,20
,True,48.0,3.0,3.0,,,"[u'F,C,B,A::D,E', u'F,C,B::D,E,A', u'F,C::D,E,A,B', u'F::D,E,A,B,C', u':F:D,E,A,B,C', u'C:F:D,E,A,B', u'C,B:F:D,E,A', u'C,B,A:F:D,E', u'C,B,A,E:F:D', u'C,B,A:F,E:D', u'C,B,A:F,E,D:', u'C,B:F,E,D:A', u'C:F,E,D:A,B', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,857323,"[8989, 10063, 11500, 12889, 14379, 17357, 18556, 20884, 23537, 25637, 26725, 29652, 31060, 32201, 33467]",blockworld,20
,True,60.0,3.0,12.0,,,"[u'E:C:F,B,A,D', u':C:F,B,A,D,E', u'C::F,B,A,D,E', u'C,E::F,B,A,D', u'C,E,D::F,B,A', u'C,E,D,A::F,B', u'C,E,D,A,B::F', u'C,E,D,A,B:F:', u'C,E,D,A:F:B', u'C,E,D:F:B,A', u'C,E:F:B,A,D', u'C:F,E:B,A,D', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,905439,"[10995, 12618, 20549, 26668, 29026, 30317, 32366, 33750, 35152, 38192, 39622, 40818, 42655, 43835, 44956, 46216]",blockworld,20
,True,66.0,3.0,18.0,,,"[u':B,D,A,C,E:F', u':B,D,A,C:F,E', u'C:B,D,A:F,E', u'C,A:B,D:F,E', u'C,A,E:B,D:F', u'C,A,E,D:B:F', u'C,A,E,D,B::F', u'C,A,E,D,B:F:', u'C,A,E,D:F:B', u'C,A,E:F:B,D', u'C,A:F,E:B,D', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,952396,"[14164, 15150, 25374, 27242, 30550, 32523, 33820, 35240, 36392, 37446, 38628, 39947, 41041, 42656, 43951, 45290]",blockworld,20
,False,20.0,1.0,5.0,,,"[u'F,C:A,D:E,B', u'F,C:A:E,B,D', u'F:A:E,B,D,C', u'F::E,B,D,C,A', u':F:E,B,D,C,A', u'A:F:E,B,D,C', u'A:F,C:E,B,D', u'A,C:F:E,B,D', u'A,C,D:F:E,B', u'A,C,D,B:F:E', u'A,C,D,B:F,E:', u'A,C,D:F,E:B', u'A,C:F,E,D:B', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,993099,"[5934, 10396, 11463, 12543, 14074, 16208, 22497, 27073, 30782, 32279, 34604, 35509, 36922, 37898, 38923]",blockworld,20
,False,16.0,1.0,0.0,,,"[u'D,E::F,C,B,A', u'D,E,A::F,C,B', u'D,E,A,B::F,C', u'D,E,A,B,C::F', u'D,E,A,B,C:F:', u'D,E,A,B:F:C', u'D,E,A:F:C,B', u'D,E:F:C,B,A', u'D:F:C,B,A,E', u':F,D:C,B,A,E', u':F,D,E:C,B,A', u'A:F,D,E:C,B', u'A,B:F,D,E:C', u'A,B:F,D,E,C:', u'A:F,D,E,C,B:', u':F,D,E,C,B,A:', u'A:F,D,E,C,B:', u'A:F,D,E,C:B', u'A:F,D,E:B,C', u'A,E:F,D:B,C', u'A,E:F:B,C,D', u'A:F,E:B,C,D', u'A:F,E,D:B,C', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,1036928,"[4288, 5950, 7214, 8367, 9580, 10832, 12486, 14034, 15105, 16336, 18287, 19561, 20858, 21795, 22984, 30907, 32025, 33450, 35309, 36268, 37283, 38210, 40269, 41302, 42203]",blockworld,20
,False,17.0,1.0,3.0,,,"[u':B,D,C,A:F,E', u'A:B,D,C:F,E', u'A,C:B,D:F,E', u'A,C,D:B:F,E', u'A,C:B:F,E,D', u'A,C,B::F,E,D', u'A,C,B,D::F,E', u'A,C,B,D,E::F', u'A,C,B,D,E:F:', u'A,C,B,D:F,E:', u'A,C,B:F,E,D:', u'A,C:F,E,D:B', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,1062840,"[2051, 4208, 6183, 11325, 12454, 13899, 15534, 16975, 18505, 19840, 21359, 22336, 23318, 24369]",blockworld,20
,True,51.0,3.0,6.0,,,"[u'D:B,C:F,E,A', u'D,C:B:F,E,A', u'D,C:B,A:F,E', u'D,C,E:B,A:F', u'D,C,E,A:B:F', u'D,C,E,A,B::F', u'D,C,E,A,B:F:', u'D,C,E,A:F:B', u'D,C,E:F:B,A', u'D,C:F,E:B,A', u'D:F,E:B,A,C', u':F,E,D:B,A,C', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,1093349,"[5457, 8207, 11301, 13258, 14620, 15918, 17295, 18507, 20229, 21580, 22648, 24045, 25183, 27633, 28670]",blockworld,20
,False,20.0,1.0,7.0,,,"[u'D,B:A:F,C,E', u'D,B,E:A:F,C', u'D,B,E,C:A:F', u'D,B,E,C,A::F', u'D,B,E,C,A:F:', u'D,B,E,C:F:A', u'D,B,E:F:A,C', u'D,B:F,E:A,C', u'D:F,E:A,C,B', u':F,E,D:A,C,B', u'B:F,E,D:A,C', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,1117136,"[5568, 6513, 8332, 9506, 11142, 13068, 14849, 16226, 17652, 19080, 20276, 21407, 22349]",blockworld,20
,False,24.0,1.0,10.0,,,"[u'D,B:A,C,E,F:', u'D:A,C,E,F:B', u':A,C,E,F:B,D', u'F:A,C,E:B,D', u'F:A,C:B,D,E', u'F:A:B,D,E,C', u'F::B,D,E,C,A', u':F:B,D,E,C,A', u'A:F:B,D,E,C', u'A,C:F:B,D,E', u'A,C:F,E:B,D', u'A,C:F,E,D:B', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,1150392,"[8307, 11578, 13880, 16270, 19214, 20558, 21649, 23300, 24950, 26778, 28174, 29227, 30281, 31656]",blockworld,20
,True,57.0,3.0,0.0,,,"[u'E:B:F,C,D,A', u'E,A:B:F,C,D', u'E:B,A:F,C,D', u'E:B,A,D:F,C', u':B,A,D,E:F,C', u'C:B,A,D,E:F', u'C,E:B,A,D:F', u'C,E,D:B,A:F', u'C,E,D,A:B:F', u'C,E,D,A,B::F', u'C,E,D,A,B:F:', u'C,E,D,A:F:B', u'C,E,D:F:B,A', u'C,E:F:B,A,D', u'C:F,E:B,A,D', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,1193277,"[8769, 12523, 13622, 15073, 18332, 23817, 25314, 26988, 27979, 29237, 30941, 32307, 33652, 34797, 35709, 36822, 39065, 40140, 41353]",blockworld,20
,False,20.0,1.0,3.0,,,"[u'F,B,A,D:C:E', u'F,B,A,D:C,E:', u'F,B,A,D,E:C:', u'F,B,A,D,E::C', u'F,B,A,D::C,E', u'F,B,A::C,E,D', u'F,B::C,E,D,A', u'F::C,E,D,A,B', u':F:C,E,D,A,B', u'B:F:C,E,D,A', u'B,A:F:C,E,D', u'B,A,D:F:C,E', u'B,A,D:F,E:C', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,1228862,"[8364, 12680, 14023, 16179, 17684, 19066, 20195, 22137, 23743, 25155, 26592, 28371, 29584, 31303, 32218, 33215, 34076]",blockworld,20
,True,63.0,3.0,3.0,,,"[u'E:D,A,B,C:F', u'E,C:D,A,B:F', u'E,C,B:D,A:F', u'E,C,B,A:D:F', u'E,C,B,A,D::F', u'E,C,B,A,D:F:', u'E,C,B,A:F:D', u'E,C,B:F,A:D', u'E,C:F,A,B:D', u'E:F,A,B,C:D', u':F,A,B,C:D,E', u'C:F,A,B:D,E', u'C,B:F,A:D,E', u'C,B,A:F:D,E', u'C,B,A:F,E:D', u'C,B,A:F,E,D:', u'C,B:F,E,D:A', u'C:F,E,D:A,B', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,1269877,"[7985, 8809, 10711, 14306, 15902, 17528, 21428, 22521, 26320, 27587, 28791, 30227, 32671, 33755, 34994, 36138, 37072, 37944, 38975, 39917]",blockworld,20
,True,66.0,3.0,6.0,,,"[u'F:D,B,A,C:E', u'F:D,B,A:E,C', u'F:D,B:E,C,A', u'F:D:E,C,A,B', u'F::E,C,A,B,D', u':F:E,C,A,B,D', u'D:F:E,C,A,B', u'D,B:F:E,C,A', u'D,B,A:F:E,C', u'D,B,A,C:F:E', u'D,B,A,C:F,E:', u'D,B,A:F,E:C', u'D,B:F,E:C,A', u'D:F,E:C,A,B', u':F,E,D:C,A,B', u'B:F,E,D:C,A', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,1304981,"[5538, 8431, 9770, 11510, 12646, 14060, 15320, 17088, 18160, 20909, 22628, 24057, 25256, 26674, 28000, 29194, 30477, 31923, 32819, 33725]",blockworld,20
,True,72.0,3.0,24.0,,,"[u'E:C,A,D:F,B', u'E,D:C,A:F,B', u'E,D,A:C:F,B', u'E,D,A,B:C:F', u'E,D,A,B,C::F', u'E,D,A,B,C:F:', u'E,D,A,B:F:C', u'E,D,A:F:C,B', u'E,D:F:C,B,A', u'E:F:C,B,A,D', u':F,E:C,B,A,D', u':F,E,D:C,B,A', u'A:F,E,D:C,B', u'A,B:F,E,D:C', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,1329324,"[2323, 4495, 5639, 6991, 8653, 10201, 11310, 12474, 13541, 14505, 15788, 17194, 18225, 19473, 21719, 22749]",blockworld,20
,True,60.0,3.0,0.0,,,"[u'F,C,D,A:B:E', u'F,C,D,A:B,E:', u'F,C,D:B,E,A:', u'F,C:B,E,A:D', u'F:B,E,A:D,C', u'F,C:B,E,A:D', u'F,C,A:B,E:D', u'F,C,A:B:D,E', u'F,C:B,A:D,E', u'F:B,A:D,E,C', u'F:B:D,E,C,A', u'F::D,E,C,A,B', u':F:D,E,C,A,B', u'B:F:D,E,C,A', u'B,A:F:D,E,C', u'B,A,C:F:D,E', u'B,A,C:F,E:D', u'B,A,C:F,E,D:', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,1379659,"[12124, 13794, 14949, 21628, 24854, 25773, 26781, 27831, 29060, 34411, 35786, 36876, 38197, 39326, 41482, 43249, 44331, 45307, 46272, 47475, 48449]",blockworld,20
,False,20.0,1.0,3.0,,,"[u'F,B:C,A,D:E', u'F,B:C,A:E,D', u'F:C,A:E,D,B', u'F:C:E,D,B,A', u'F::E,D,B,A,C', u':F:E,D,B,A,C', u'C:F:E,D,B,A', u'C,A:F:E,D,B', u'C,A,B:F:E,D', u'C,A,B,D:F:E', u'C,A,B,D:F,E:', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,1428185,"[2819, 3992, 4885, 6474, 7739, 9284, 10258, 12346, 15758, 36673, 38108, 39679, 41517, 42576, 43526, 44670, 46975]",blockworld,20
,False,22.0,1.0,8.0,,,"[u'E,A:B,C:F,D', u'E,A,D:B,C:F', u'E,A,D,C:B:F', u'E,A,D,C,B::F', u'E,A,D,C,B:F:', u'E,A,D,C:F:B', u'E,A,D:F:B,C', u'E,A:F:B,C,D', u'E:F:B,C,D,A', u':F,E:B,C,D,A', u'A:F,E:B,C,D', u'A:F,E,D:B,C', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,1452998,"[6434, 7463, 8454, 9859, 11108, 12615, 14427, 16800, 17959, 19159, 20318, 21776, 22760, 23697]",blockworld,20
,True,54.0,3.0,6.0,,,"[u'D:B,A:F,E,C', u'D,A:B:F,E,C', u'D,A,B::F,E,C', u'D,A,B,C::F,E', u'D,A,B,C,E::F', u'D,A,B,C,E:F:', u'D,A,B,C:F,E:', u'D,A,B:F,E:C', u'D,A:F,E:C,B', u'D:F,E,A:C,B', u'D:F,E:C,B,A', u':F,E,D:C,B,A', u'A:F,E,D:C,B', u'A,B:F,E,D:C', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,1478269,"[3264, 5270, 6691, 8125, 9624, 10875, 11917, 13142, 14184, 16660, 17882, 19734, 20987, 21968, 22829, 23807]",blockworld,20
,,,,,,,"[u'A,C::B', u'A:C:B', u'A:C,B:', u':C,B,A:']",,421786,"[3039, 3884, 4859]",blockworld,7
,,,,,,,"[u':A,C:D,B', u'C:A:D,B', u'C,B:A:D', u'C,B,A::D', u'C,B,A:D:', u'C,B:D:A', u'C:D:A,B', u':D,C:A,B', u':D,C,B:A', u':D,C,B,A:']",,445091,"[7822, 11026, 13536, 14461, 17367, 19284, 20185, 21016, 22360]",blockworld,7
,,,,,,,"[u'D::E,B,A,C', u'D,C::E,B,A', u'D,C,A::E,B', u'D,C,A,B::E', u'D,C,A,B:E:', u'D,C,A:E:B', u'D,C:E:B,A', u'D:E:B,A,C', u':E,D:B,A,C', u':E,D,C:B,A', u'A:E,D,C:B', u'A:E,D,C,B:', u':E,D,C,B,A:']",,468349,"[5125, 8868, 10401, 11724, 13390, 14915, 16603, 17931, 18787, 19747, 20691, 22299]",blockworld,7
,,,,,,,"[u'E,B:A,D:F,C', u'E,B,C:A,D:F', u'E,B,C,D:A:F', u'E,B,C,D,A::F', u'E,B,C,D,A:F:', u'E,B,C,D:F:A', u'E,B,C:F:A,D', u'E,B:F:A,D,C', u'E:F:A,D,C,B', u':F,E:A,D,C,B', u'B:F,E:A,D,C', u'B,C:F,E:A,D', u'B,C:F,E,D:A', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,487976,"[2630, 3563, 5492, 6684, 8157, 9123, 9859, 10802, 11961, 13883, 14918, 15786, 16654, 17647, 18728]",blockworld,7
,,,,,,,"[u'E:C,A,D:F,B', u'E,B:C,A,D:F', u'E,B,D:C,A:F', u'E,B,D,A:C:F', u'E,B,D,A,C::F', u'E,B,D,A,C:F:', u'E,B,D,A:F:C', u'E,B,D:F:C,A', u'E,B:F:C,A,D', u'E:F:C,A,D,B', u':F,E:C,A,D,B', u'B:F,E:C,A,D', u'B:F,E,D:C,A', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,673682,"[168690, 169379, 170081, 172007, 172768, 173952, 174728, 175328, 176071, 176991, 178119, 179599, 180799, 181719, 183048, 183983, 184913]",blockworld,7
,,,,,,,"[u'F,C,D,A:B:E', u'F,C,D,A::E,B', u'F,C,D::E,B,A', u'F,C::E,B,A,D', u'F::E,B,A,D,C', u':F:E,B,A,D,C', u'C:F:E,B,A,D', u'C,D:F:E,B,A', u'C,D,A:F:E,B', u'C,D,A,B:F:E', u'C,D,A,B:F,E:', u'C,D,A:F,E:B', u'C,D:F,E:B,A', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,693113,"[2424, 3176, 3738, 4551, 5246, 6894, 9006, 9865, 10614, 11528, 13166, 13911, 14581, 15452, 16175, 17526, 18646]",blockworld,7
,,,,,,,"[u':A,C,E,F:D,B', u':A,C,E:D,B,F', u'E:A,C:D,B,F', u'E,C:A:D,B,F', u'E,C,A::D,B,F', u'E,C,A:F:D,B', u'E,C:F:D,B,A', u'E:F:D,B,A,C', u':F,E:D,B,A,C', u'C:F,E:D,B,A', u'C,A:F,E:D,B', u'C,A,B:F,E:D', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,718652,"[5679, 6318, 7205, 7868, 9223, 10069, 10721, 11509, 12507, 14371, 15036, 16652, 17474, 18417, 19229, 21359, 23773, 24789]",blockworld,7
