button_pressed,responses,rt,states,stimulus,time_elapsed,times,trial_type,pid
,,,"[u'F,C,E:A:D,B', u'F,C,E,A::D,B', u'F,C,E,A,B::D', u'F,C,E,A::D,B', u'F,C,E::D,B,A', u'F,C::D,B,A,E', u'F:C:D,B,A,E', u'F::D,B,A,E,C', u':F:D,B,A,E,C', u'C:F:D,B,A,E', u'C:F,E:D,B,A', u'C,A:F,E:D,B', u'C,A,B:F,E:D', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,683194,"[10173, 12618, 19089, 20033, 20981, 22697, 24312, 25221, 26340, 27665, 28941, 30477, 31425, 32937, 33750, 34909, 35773, 37001, 42642]",blockworld,10
,,,"[u'F,E:B,D,C,A:', u'F,E:B,D,C:A', u'F,E,C:B,D:A', u'F,E,C,D:B:A', u'F,E,C,D::A,B', u'F,E,C:D:A,B', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,705945,"[5661, 6609, 7541, 8653, 9400, 10265, 11404, 12545, 13217, 14373, 16958, 17745, 18637, 20524, 21889]",blockworld,10
,,,"[u'F,B:C,A,D:E', u'F,B,E:C,A,D:', u'F,B,E,D:C,A:', u'F,B,E,D:C:A', u'F,B,E:C,D:A', u'F,B:C,D,E:A', u'F:C,D,E:A,B', u'F,E:C,D:A,B', u'F,E,D:C:A,B', u'F,E,D::A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,726853,"[4137, 4965, 5897, 7377, 8165, 8997, 9833, 10429, 11565, 13397, 14677, 15328, 16353, 17172, 17868, 18669, 19886]",blockworld,10
,,,"[u'E:C,A,D:F,B', u':C,A,D:F,B,E', u':C,A:F,B,E,D', u'A:C:F,B,E,D', u'A:C,D:F,B,E', u'A:C,D,E:F,B', u'A,B:C,D,E:F', u'A,B:C,D:F,E', u'A,B:C:F,E,D', u'A,B,C::F,E,D', u'A,B,C,D::F,E', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,749958,"[3850, 4578, 6346, 7810, 8634, 9761, 10462, 11154, 12102, 13717, 14802, 16090, 17930, 19074, 19785, 20886, 22058]",blockworld,10
,,,"[u'F:B,D,A,C,E:', u'F,E:B,D,A,C:', u'F,E,C:B,D,A:', u'F,E,C:B,D:A', u'F,E,C,D:B:A', u'F,E,C,D::A,B', u'F,E,C:D:A,B', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u'C:F,E,D:A,B', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,775101,"[8628, 9437, 10169, 10889, 12057, 13333, 14089, 14993, 15933, 16822, 18269, 19169, 19957, 21225, 22149, 23398]",blockworld,10
,,,"[u'E:C:F,B,A,D', u':C,E:F,B,A,D', u':C,E,D:F,B,A', u'A:C,E,D:F,B', u'A,B:C,E,D:F', u'A,B:C,E:F,D', u'A,B:C:F,D,E', u'A,B,C::F,D,E', u'A,B,C:E:F,D', u'A,B,C,D:E:F', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,801233,"[4665, 5705, 6577, 7525, 8137, 8882, 9789, 10449, 11153, 12080, 13221, 14413, 15520, 16421, 17673, 19637]",blockworld,10
,,,"[u'F:D,A,B,C:E', u'F,E:D,A,B,C:', u'F,E,C:D,A,B:', u'F,E,C,B:D,A:', u'F,E,C,B:D:A', u'F,E,C:D:A,B', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,831640,"[2508, 3397, 4897, 5689, 6509, 7761, 8770, 9770, 10569, 11493, 12337, 13124, 14201, 15540]",blockworld,10
,,,"[u'E:D,B,A,C:F', u':D,B,A,C:F,E', u':D,B,A:F,E,C', u'A:D,B:F,E,C', u'A,B:D:F,E,C', u'A,B,C:D:F,E', u'A,B,C,D::F,E', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,868282,"[18225, 19134, 19754, 20450, 21362, 25733, 26777, 27714, 29033, 30662, 31357, 32001, 34845]",blockworld,10
,,,"[u'F,C,B,A::D,E', u'F,C,B,A:E:D', u'F,C,B,A:E,D:', u'F,C,B:E,D:A', u'F,C:E,D:A,B', u'F:E,D:A,B,C', u'F:E:A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u'D:F,E:A,B,C', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,893916,"[4416, 7655, 9715, 10579, 11699, 13063, 13664, 14947, 16715, 18840, 21319, 22381, 23583, 24467]",blockworld,10
,,,"[u'F,E,A:B,C:D', u'F,E,A:B,C,D:', u'F,E:B,C,D:A', u'F,E,D:B,C:A', u'F,E,D,C:B:A', u'F,E,D,C::A,B', u'F,E,D::A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,924048,"[12114, 13017, 13833, 14418, 15274, 16134, 17321, 18305, 19221, 21269, 22157, 23301, 24129, 25441]",blockworld,10
,,,"[u'F,E,C:B,A:D', u'F,E,C,D:B,A:', u'F,E,C,D:B:A', u'F,E,C,D::A,B', u'F,E,C:D:A,B', u'F,E:D:A,B,C', u'F,E::A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,938609,"[1914, 2891, 3514, 4130, 4894, 5910, 7162, 8122, 9079, 9902, 10903, 11907, 13347]",blockworld,10
,,,"[u'F,D:B,C:E,A', u'F,D:B,C,A:E', u'F,D,E:B,C,A:', u'F,D,E:B,C:A', u'F,D,E,C:B:A', u'F,D,E,C::A,B', u'F,D,E::A,B,C', u'F,D:E:A,B,C', u'F:E:A,B,C,D', u'F::A,B,C,D,E', u':F:A,B,C,D,E', u':F,E:A,B,C,D', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,954800,"[2428, 3257, 3921, 4624, 5649, 6485, 7369, 8032, 9140, 9884, 10958, 11732, 12404, 13269, 15040]",blockworld,10
,,,"[u':A,C,E,F:D,B', u':A,C,E:D,B,F', u':A,C:D,B,F,E', u':A:D,B,F,E,C', u'A::D,B,F,E,C', u'A:C:D,B,F,E', u'A:C,E:D,B,F', u'A:C,E,F:D,B', u'A,B:C,E,F:D', u'A,B:C,E:D,F', u'A,B:C:D,F,E', u'A,B,C::D,F,E', u'A,B,C:E:D,F', u'A,B,C:E,F:D', u'A,B,C,D:E,F:', u'A,B,C,D:E:F', u'A,B,C,D,E::F', u'A,B,C,D,E:F:', u'A,B,C,D:F,E:', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,979165,"[2058, 3877, 4678, 5541, 6714, 8118, 8673, 9561, 10086, 10754, 11809, 12869, 13478, 14225, 14878, 15983, 16869, 18957, 19889, 20650, 21530, 23337]",blockworld,10
,,,"[u'A,C::B', u'A:C:B', u'A,B:C:', u'A:C:B', u'A:C,B:', u':C,B,A:']",,44484,"[7111, 9088, 17268, 21264, 23340]",blockworld,20
,,,"[u'D,B:A,C:', u'D,B:A:C', u'D:A,B:C', u'D,C:A,B:', u'D,C,B:A:', u'D,C,B,A::', u'D,C,B::A', u'D,C::A,B', u'D::A,B,C', u':D:A,B,C', u':D,C:A,B', u':D,C,B:A', u':D,C,B,A:']",,82287,"[5452, 13288, 15128, 16956, 18500, 27244, 28636, 29860, 30900, 33588, 35068, 36735]",blockworld,20
,,,"[u'D:A,B:E,C', u'D:A:E,C,B', u'D,B:A:E,C', u'D,B,A::E,C', u'D,B,A,C::E', u'D,B,A,C:E:', u'D,B,A:E:C', u'D,B:E:C,A', u'D:E:C,A,B', u':E,D:C,A,B', u'B:E,D:C,A', u'B,A:E,D:C', u'B,A:E,D,C:', u'B:E,D,C:A', u':E,D,C,B:A', u':E,D,C,B,A:']",,120480,"[5054, 9310, 12710, 14159, 16818, 21245, 22526, 23894, 25433, 26781, 28833, 30285, 32938, 34346, 37146]",blockworld,20
,,,"[u'F:D,A,B,C:E', u'F,E:D,A,B,C:', u'F,E:D,A,B:C', u'F,E:D,A:C,B', u'F,E:D:C,B,A', u'F,E::C,B,A,D', u'F::C,B,A,D,E', u':F:C,B,A,D,E', u':F,E:C,B,A,D', u'D:F,E:C,B,A', u'D,A:F,E:C,B', u'D:F,E:C,B,A', u':F,E,D:C,B,A', u'A:F,E,D:C,B', u'A,B:F,E,D:C', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,167517,"[7951, 13779, 15068, 17248, 23975, 26239, 28915, 31395, 32499, 33576, 36032, 37699, 40683, 41952, 43338, 44660, 45855]",blockworld,20
,,,"[u'F,C,D,A:B:E', u'F,C,D,A::E,B', u'F,C,D::E,B,A', u'F,C::E,B,A,D', u'F::E,B,A,D,C', u':F:E,B,A,D,C', u'C:F:E,B,A,D', u'C:F,D:E,B,A', u'C:F,D,A:E,B', u'C,B:F,D,A:E', u'C,B,E:F,D,A:', u'C,B,E:F,D:A', u'C,B,E:F:A,D', u'C,B:F,E:A,D', u'C,B:F,E,D:A', u'C:F,E,D:A,B', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,214297,"[6822, 11122, 14107, 15622, 17150, 20498, 29498, 31478, 33250, 34650, 36163, 36882, 38979, 40174, 41617, 42948, 44311, 45961]",blockworld,20
,,,"[u'E:C:F,B,A,D', u':C,E:F,B,A,D', u':C,E,D:F,B,A', u'A:C,E,D:F,B', u'A,B:C,E,D:F', u'A,B,D:C,E:F', u'A,B,D,E:C:F', u'A,B,D,E,C::F', u'A,B,D,E,C:F:', u'A,B,D,E:F:C', u'A,B,D:F,E:C', u'A,B:F,E,D:C', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,249145,"[9032, 11285, 12981, 14705, 17085, 18524, 19916, 21209, 22820, 24897, 27397, 29013, 31716, 33512]",blockworld,20
,,,"[u'F,C,B,A::D,E', u'F,C,B::D,E,A', u'F,C::D,E,A,B', u'F::D,E,A,B,C', u':F:D,E,A,B,C', u':F,C:D,E,A,B', u':F,C,B:D,E,A', u'A:F,C,B:D,E', u'A,B:F,C:D,E', u'A,B,C:F:D,E', u'A,B,C,E:F:D', u'A,B,C:F,E:D', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,293648,"[18165, 19333, 20573, 21929, 26317, 27665, 29529, 30917, 33056, 34565, 38700, 39933, 41132, 42296, 43640]",blockworld,20
,,,"[u'E:D,B,A,C:F', u'E:D,B,A:F,C', u'E:D,B:F,C,A', u'E:D:F,C,A,B', u'E::F,C,A,B,D', u'E,D::F,C,A,B', u'E,D,B::F,C,A', u'E,D,B:A:F,C', u'E,D,B,A::F,C', u'E,D,B,A,C::F', u'E,D,B,A,C:F:', u'E,D,B,A:F,C:', u'E,D,B,A:F:C', u'E,D,B,A:F,C:', u'E,D,B:F,C,A:', u'E,D:F,C,A,B:', u'E:F,C,A,B:D', u'E,B:F,C,A:D', u'E,B,A:F,C:D', u'E,B,A:F:D,C', u'E,B:F,A:D,C', u'E:F,A:D,C,B', u'E:F:D,C,B,A', u':F,E:D,C,B,A', u'A:F,E:D,C,B', u'A,B:F,E:D,C', u'A,B,C:F,E:D', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,351549,"[7755, 8595, 9711, 13147, 16187, 16939, 17683, 19427, 20514, 21742, 24610, 29022, 31379, 32166, 32887, 34502, 38635, 39742, 40571, 42830, 43938, 46594, 47806, 49087, 50318, 51574, 52790, 54654, 55502, 56834]",blockworld,20
,,,"[u'E:C,A,D:F,B', u'E,D:C,A:F,B', u'E,D,B:C,A:F', u'E,D,B,A:C:F', u'E,D,B,A,C::F', u'E,D,B,A,C:F:', u'E,D,B,A:F:C', u'E,D,B:F:C,A', u'E,D:F:C,A,B', u'E:F:C,A,B,D', u':F,E:C,A,B,D', u':F,E,D:C,A,B', u'B:F,E,D:C,A', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,384304,"[7957, 9720, 11069, 12744, 14452, 15717, 16893, 17785, 19516, 21072, 22596, 23936, 25706, 26817, 28341, 29492, 31925]",blockworld,20
,,,"[u'F,D:B,C:E,A', u'F,D:B:E,A,C', u'F:B:E,A,C,D', u'F::E,A,C,D,B', u':F:E,A,C,D,B', u':F,B:E,A,C,D', u'D:F,B:E,A,C', u'D,C:F,B:E,A', u'D,C,B:F:E,A', u'D,C,B,A:F:E', u'D,C,B,A:F,E:', u'D,C,B:F,E:A', u'D,C:F,E:A,B', u'D:F,E:A,B,C', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,420127,"[9049, 10417, 11645, 17029, 19164, 21092, 22309, 23926, 25080, 26376, 28277, 29312, 30472, 31585, 32564, 33554, 34970]",blockworld,20
,,,"[u'F,B:C,A,D:E', u'F,B:C,A:E,D', u'F,B:C:E,D,A', u'F:C:E,D,A,B', u'F::E,D,A,B,C', u':F:E,D,A,B,C', u':F,C:E,D,A,B', u':F,C,B:E,D,A', u':F,C,B,A:E,D', u'D:F,C,B,A:E', u'D,E:F,C,B,A:', u'D,E:F,C,B:A', u'D,E:F,C:A,B', u'D,E:F:A,B,C', u'D:F,E:A,B,C', u':F,E,D:A,B,C', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,451923,"[3521, 4345, 5669, 7026, 9561, 11882, 12953, 13933, 15613, 19258, 20221, 21001, 21789, 22950, 24054, 26442, 29125, 30910]",blockworld,20
,,,"[u'F:B,D,A,C,E:', u':B,D,A,C,E:F', u':B,D,A,C:F,E', u'C:B,D,A:F,E', u'C,A:B,D:F,E', u'C,A:B:F,E,D', u'C,A,B::F,E,D', u'C,A,B,D::F,E', u'C,A,B,D,E::F', u'C,A,B,D,E:F:', u'C,A,B,D:F,E:', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,489175,"[10086, 12149, 13725, 14714, 16438, 18119, 21499, 22678, 23675, 25342, 26682, 27791, 28789, 31087, 32440, 35027, 36506]",blockworld,20
,,,"[u'E:B:F,C,D,A', u':B,E:F,C,D,A', u'A:B,E:F,C,D', u'A:B,E,D:F,C', u'A,C:B,E,D:F', u'A,C,F:B,E,D:', u'A,C,F:B,E:D', u'A,C,F:B:D,E', u'A,C,F::D,E,B', u'A,C:F:D,E,B', u'A,C,B:F:D,E', u'A,C,B:F,E:D', u'A,C,B:F,E,D:', u'A,C:F,E,D:B', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,522004,"[5354, 7181, 8205, 9853, 11189, 14157, 14865, 16898, 17993, 20210, 21134, 23593, 25342, 28291, 30493, 31949]",blockworld,20
,,,"[u'F,C,E:A:D,B', u'F,C:A:D,B,E', u'F:A,C:D,B,E', u':A,C,F:D,B,E', u'E:A,C,F:D,B', u'E,B:A,C,F:D', u'E,B,D:A,C,F:', u'E,B,D:A,C:F', u'E,B,D:A:F,C', u'E,B:A,D:F,C', u'E:A,D,B:F,C', u':A,D,B:F,C,E', u'B:A,D:F,C,E', u'B,D:A:F,C,E', u'B,D,A::F,C,E', u'B,D,A,E::F,C', u'B,D,A,E:C:F', u'B,D,A,E,C::F', u'B,D,A,E,C:F:', u'B,D,A,E:F:C', u'B,D,A:F,E:C', u'B,D:F,E:C,A', u'B:F,E,D:C,A', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,576445,"[7437, 15649, 17229, 22601, 23869, 24984, 25953, 29361, 30316, 31117, 32664, 33229, 34008, 35106, 36488, 37962, 39612, 40956, 44044, 45133, 46204, 47280, 48444, 49652, 51230, 52219, 53652]",blockworld,20
,,,"[u'F,E,C:B,A:D', u'F,E:B,A:D,C', u'F:B,A:D,C,E', u'F:B:D,C,E,A', u'F::D,C,E,A,B', u':F:D,C,E,A,B', u':F,B:D,C,E,A', u'A:F,B:D,C,E', u'A,B:F:D,C,E', u'A,B:F,E:D,C', u'A,B,C:F,E:D', u'A,B,C:F,E,D:', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,605889,"[5989, 9893, 11202, 12913, 13797, 17089, 18361, 20108, 21818, 23232, 24656, 25732, 27112, 28492]",blockworld,20
,,,"[u'E,B:A,D:F,C', u'E,B:A,D,C:F', u'E:A,D,C,B:F', u':A,D,C,B,E:F', u'F:A,D,C,B,E:', u'F,E:A,D,C,B:', u'F,E:A,D,C:B', u'F,E:A,D:B,C', u'F,E:A:B,C,D', u'F,E::B,C,D,A', u'F::B,C,D,A,E', u':F:B,C,D,A,E', u':F,E:B,C,D,A', u'A:F,E:B,C,D', u'A:F,E,D:B,C', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,637073,"[7199, 10123, 11775, 13147, 15927, 17307, 18122, 18851, 19891, 21327, 22275, 23963, 25303, 26528, 27707, 28987, 30011]",blockworld,20
,,,"[u'F,E,A:B,C:D', u'F,E,A,C:B:D', u'F,E,A,C,B::D', u'F,E,A,C:B:D', u'F,E,A:B,C:D', u'F,E,A:B,C,D:', u'F,E:B,C,D,A:', u'F:B,C,D,A:E', u':B,C,D,A:E,F', u'A:B,C,D:E,F', u'A,D:B,C:E,F', u'A,D,C:B:E,F', u'A,D,C,B::E,F', u'A,D,C,B,F::E', u'A,D,C,B:F:E', u'A,D,C,B:F,E:', u'A,D,C:F,E:B', u'A,D:F,E:B,C', u'A:F,E,D:B,C', u'A:F,E,D,C:B', u':F,E,D,C,A:B', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,688105,"[11593, 13429, 22542, 23922, 25526, 27661, 29181, 30942, 31802, 32453, 33066, 33926, 35354, 37153, 38365, 41189, 42197, 43253, 44654, 46105, 47900, 48845, 50185]",blockworld,20
,,,"[u':A,C,E,F:D,B', u':A,C,E:D,B,F', u':A,C:D,B,F,E', u'C:A:D,B,F,E', u'C,A::D,B,F,E', u'C,A,E::D,B,F', u'C,A,E:F:D,B', u'C,A:F,E:D,B', u'C,A,B:F,E:D', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,719088,"[8529, 9685, 11101, 12294, 13704, 14853, 17873, 19269, 20585, 21705, 22921, 23953, 25332, 26401, 30160]",blockworld,20
,,,"[u'F,E:B,D,C,A:', u'F,E:B,D,C:A', u'F,E,C:B,D:A', u'F,E,C,D:B:A', u'F,E,C,D::A,B', u'F,E,C::A,B,D', u'F,E::A,B,D,C', u'F::A,B,D,C,E', u':F:A,B,D,C,E', u':F,E:A,B,D,C', u'C:F,E:A,B,D', u'C:F,E,D:A,B', u':F,E,D,C:A,B', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,744964,"[8333, 9453, 11117, 12393, 13487, 15165, 16236, 17325, 18760, 19952, 20869, 22250, 23582, 24950]",blockworld,20
,,,"[u'A,C::B', u'A:C:B', u'A:C,B:', u':C,B,A:']",,18234,"[1978, 2618, 3202]",blockworld,13
,,,"[u'D,B:A,C:', u'D,B:A:C', u'D:A:C,B', u'D::C,B,A', u':D:C,B,A', u'A:D:C,B', u'A,B:D:C', u'A,B:D,C:', u'A:D,C,B:', u':D,C,B,A:']",,29698,"[2261, 3685, 6117, 6845, 8133, 8902, 9470, 9948, 10589]",blockworld,13
,,,"[u'D:A,C:E,B', u'D,C:A:E,B', u'D,C,B:A:E', u'D,C,B,A::E', u'D,C,B,A:E:', u'D,C,B:E:A', u'D,C:E:A,B', u'D:E:A,B,C', u':E,D:A,B,C', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,41865,"[2893, 4101, 4861, 5429, 6413, 8133, 8869, 9645, 10149, 10613, 11245]",blockworld,13
,,,"[u'E:C:F,B,A,D', u'E,D:C:F,B,A', u'E,D,C::F,B,A', u'E,D,C,A::F,B', u'E,D,C,A,B::F', u'E,D,C,A,B:F:', u'E,D,C,A:F:B', u'E,D,C:F:B,A', u'E,D:F:B,A,C', u'E:F:B,A,C,D', u':F,E:B,A,C,D', u':F,E,D:B,A,C', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,60505,"[3133, 6020, 7332, 8085, 8678, 9701, 10949, 12141, 12933, 13549, 14268, 14709, 15877, 16557, 17405]",blockworld,13
,,,"[u'F,B:C,A,D:E', u'F,B:C,A:E,D', u'F,B:C,A,D:E', u'F,B:C,A:E,D', u'F:C,A,B:E,D', u':C,A,B:E,D,F', u':C,A:E,D,F,B', u':C,A,B:E,D,F', u'F:C,A,B:E,D', u'F:C,A:E,D,B', u'F:C:E,D,B,A', u'F::E,D,B,A,C', u':F:E,D,B,A,C', u'C:F:E,D,B,A', u'C,A:F:E,D,B', u'C,A,B:F:E,D', u'C,A,B,D:F:E', u'C,A,B,D:F,E:', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u':F,E,D,C,A:B', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,85306,"[2364, 4405, 5382, 5836, 6533, 7588, 10279, 11198, 11573, 12037, 12636, 13142, 14340, 15645, 16557, 17557, 18180, 18693, 19438, 19901, 20405, 21060, 22966, 23461, 24077]",blockworld,13
,,,"[u'E:D,B,A,C:F', u'E,C:D,B,A:F', u'E,C,A:D,B:F', u'E,C,A,B:D:F', u'E,C,A,B,D::F', u'E,C,A,B,D:F:', u'E,C,A,B:F:D', u'E,C,A:F:D,B', u'E,C:F:D,B,A', u'E:F:D,B,A,C', u':F,E:D,B,A,C', u'C:F,E:D,B,A', u'C,A:F,E:D,B', u'C,A,B:F,E:D', u'C,A,B:F,E,D:', u'C,A:F,E,D:B', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,105914,"[4908, 5373, 5972, 6580, 7613, 8757, 9524, 10261, 10837, 11388, 12571, 13413, 14188, 15285, 15862, 16461, 17148, 18493, 18950, 19613]",blockworld,13
,,,"[u'E:B:F,C,D,A', u'E,B::F,C,D,A', u'E,B,A::F,C,D', u'E,B,A,D::F,C', u'E,B,A,D,C::F', u'E,B,A,D,C:F:', u'E,B,A,D:F:C', u'E,B,A:F:C,D', u'E,B:F:C,D,A', u'E:F:C,D,A,B', u':F,E:C,D,A,B', u'B:F,E:C,D,A', u'B,A:F,E:C,D', u'B,A:F,E,D:C', u'B,A:F,E,D,C:', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,124490,"[3148, 4021, 4717, 5228, 5773, 7020, 7797, 9557, 10084, 10732, 12837, 13684, 14660, 15213, 16501, 16956, 17828]",blockworld,13
,,,"[u'E:C,A,D:F,B', u'E,D:C,A:F,B', u'E,D:C:F,B,A', u'E,D,C::F,B,A', u'E,D,C,A::F,B', u'E,D,C,A,B::F', u'E,D,C,A,B:F:', u'E,D,C,A:F:B', u'E,D,C:F:B,A', u'E,D:F:B,A,C', u'E:F:B,A,C,D', u':F,E:B,A,C,D', u':F,E,D:B,A,C', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,137337,"[2661, 3253, 3934, 4729, 5261, 5780, 7229, 7708, 8222, 8797, 9349, 9877, 10334, 11014, 11501, 12213]",blockworld,13
,,,"[u'F:D,A,B,C:E', u'F:D,A,B:E,C', u'F:D,A:E,C,B', u'F:D:E,C,B,A', u'F::E,C,B,A,D', u':F:E,C,B,A,D', u'D:F:E,C,B,A', u'D,A:F:E,C,B', u'D,A,B:F:E,C', u'D,A,B,C:F:E', u'D,A,B,C:F,E:', u'D,A,B:F,E:C', u'D,A:F,E:C,B', u'D:F,E:C,B,A', u':F,E,D:C,B,A', u'A:F,E,D:C,B', u'A,B:F,E,D:C', u'A,B:F,E,D,C:', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,155874,"[2933, 3925, 4398, 6037, 6575, 7951, 9966, 10366, 11237, 11887, 12990, 13430, 13967, 14734, 15326, 15799, 16333, 17165, 17829]",blockworld,13
,,,"[u'F,D:B,C:E,A', u'F,D:B:E,A,C', u'F:B:E,A,C,D', u'F::E,A,C,D,B', u':F:E,A,C,D,B', u'B:F:E,A,C,D', u'B,D:F:E,A,C', u'B,D,C:F:E,A', u'B,D,C,A:F:E', u'B,D,C,A:F,E:', u'B,D,C:F,E:A', u'B,D:F,E:A,C', u'B:F,E,D:A,C', u'B:F,E,D,C:A', u':F,E,D,C,B:A', u':F,E,D,C,B,A:']",,169738,"[1854, 3078, 4757, 5253, 6133, 6694, 7158, 7629, 8157, 8813, 9326, 10374, 11190, 11895, 13205]",blockworld,13
,,,"[u'F,C,D,A:B:E', u'F,C,D,A::E,B', u'F,C,D::E,B,A', u'F,C::E,B,A,D', u'F::E,B,A,D,C', u':F:E,B,A,D,C', u'C:F:E,B,A,D', u'C,D:F:E,B,A', u'C,D,A:F:E,B', u'C,D,A,B:F:E', u'C,D,A,B:F,E:', u'C,D,A:F,E:B', u'C,D:F,E:B,A', u'C:F,E,D:B,A', u':F,E,D,C:B,A', u'A:F,E,D,C:B', u'A:F,E,D,C,B:', u':F,E,D,C,B,A:']",,185689,"[4525, 5037, 5910, 6397, 7101, 8470, 8997, 9469, 9925, 10533, 11222, 11725, 12197, 13181, 13933, 14366, 14940]",blockworld,13
