button_pressed,responses,rt,states,stimulus,time_elapsed,times,trial_type,pid
,,,"[u'E,C,A:B:D', u'E,C,A::D,B', u'E,C::D,B,A', u'E::D,B,A,C', u':E:D,B,A,C', u'C:E:D,B,A', u'C,A:E:D,B', u'C,A,B:E:D', u'C,A,B:E,D:', u'C,A:E,D:B', u'C:E,D:B,A', u':E,D,C:B,A', u'A:E,D,C:B', u'A:E,D,C,B:', u':E,D,C,B,A:']",,392464,"[4152, 7783, 10719, 12687, 15352, 16214, 17311, 18807, 20838, 23865, 25340, 27166, 29222, 31231]",blockworld,1
,,,"[u'C,E,A:B,D:', u'C,E,A:B:D', u'C,E,A,B::D', u'C,E,A::D,B', u'C,E::D,B,A', u'C:E:D,B,A', u'C,A:E:D,B', u'C,A,B:E:D', u'C,A,B:E,D:', u'C,A:E,D:B', u'C:E,D:B,A', u':E,D,C:B,A', u'A:E,D,C:B', u'A:E,D,C,B:', u':E,D,C,B,A:']",,429577,"[4855, 5917, 8566, 9950, 12171, 15411, 17203, 18080, 22552, 24194, 25399, 27761, 29240, 36095]",blockworld,1
,,,"[u':C,A,E:D,B', u':C,A:D,B,E', u'A:C:D,B,E', u'A:C,E:D,B', u'A,B:C,E:D', u'A,B:C:D,E', u'A,B::D,E,C', u'A,B,C::D,E', u'A,B,C:E:D', u'A,B,C:E,D:', u'A,B:E,D,C:', u'A:E,D,C,B:', u':E,D,C,B,A:']",,521737,"[4480, 6183, 12096, 13424, 14624, 18183, 19528, 21080, 23623, 88322, 89241, 90897]",blockworld,1
,,,"[u'C:B,E,D,A:', u':B,E,D,A:C', u':B,E,D:C,A', u'D:B,E:C,A', u'D,E:B:C,A', u'D,E::C,A,B', u'D:E:C,A,B', u':E,D:C,A,B', u'B:E,D:C,A', u'B,A:E,D:C', u'B,A:E,D,C:', u'B:E,D,C:A', u':E,D,C,B:A', u':E,D,C,B,A:']",,546385,"[5322, 9657, 11976, 12534, 13638, 15079, 15798, 17394, 18294, 19222, 20698, 21862, 23582]",blockworld,1
,,,"[u'E,B,D:C,A:', u'E,B,D,A:C:', u'E,B,D,A::C', u'E,B,D::C,A', u'E,B::C,A,D', u'E::C,A,D,B', u':E:C,A,D,B', u'B:E:C,A,D', u'B:E,D:C,A', u'B,A:E,D:C', u'B,A:E,D,C:', u'B:E,D,C:A', u':E,D,C,B:A', u':E,D,C,B,A:']",,569087,"[2609, 3950, 5486, 7302, 8742, 9758, 13562, 15350, 16890, 17710, 19274, 20310, 21837]",blockworld,1
,,,"[u':C,A,B:E,D', u'B:C,A:E,D', u'B,A:C:E,D', u'B,A,C::E,D', u'B,A,C,D::E', u'B,A,C,D:E:', u'B,A,C:E,D:', u'B,A:E,D,C:', u'B:E,D,C:A', u':E,D,C,B:A', u':E,D,C,B,A:']",,586321,"[3855, 4943, 6079, 7484, 8521, 10633, 11857, 13220, 14193, 16017]",blockworld,1
,,,"[u'D,A:C,B,E:', u'D,A:C,B:E', u'D,A,B:C:E', u'D,A,B,C::E', u'D,A,B,C:E:', u'D,A,B:E:C', u'D,A:E:C,B', u'D:E:C,B,A', u':E,D:C,B,A', u'A:E,D:C,B', u'A,B:E,D:C', u'A,B:E,D,C:', u'A:E,D,C,B:', u':E,D,C,B,A:']",,616168,"[4063, 5319, 6510, 7838, 10047, 12239, 13438, 16158, 19862, 21358, 23693, 26773, 28637]",blockworld,1
,,,"[u'::A,B,C', u':C:A,B', u':C,B:A', u':C,B,A:']",,8374,"[4547, 5191, 5895]",blockworld,2
,,,"[u':B,D:C,A', u'A:B,D:C', u'A:B:C,D', u'A,B::C,D', u'A,B:D:C', u'A,B:D,C:', u'A:D,C,B:', u':D,C,B,A:']",,22065,"[6365, 7910, 9004, 10036, 11087, 12012, 12971]",blockworld,2
,,,"[u'E,D:C,A,B:', u'E,D,B:C,A:', u'E,D,B:C:A', u'E,D:C:A,B', u'E,D::A,B,C', u'E::A,B,C,D', u':E:A,B,C,D', u':E,D:A,B,C', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,37599,"[6669, 7618, 8734, 9756, 10519, 11362, 12380, 13029, 13719, 14894]",blockworld,2
,,,"[u'C:B,E,D,A:', u'C:B,E,D:A', u'C,D:B,E:A', u'C,D,E:B:A', u'C,D,E::A,B', u'C,D:E:A,B', u'C:E,D:A,B', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,54915,"[5691, 9995, 11094, 12040, 12959, 13662, 14645, 15505, 16576]",blockworld,2
,,,"[u'D,A:C,B,E:', u'D:C,B,E:A', u'D,E:C,B:A', u'D,E:C:A,B', u'D,E::A,B,C', u'D:E:A,B,C', u':E,D:A,B,C', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,71813,"[5542, 8390, 10489, 11463, 12413, 13203, 14096, 14964, 16163]",blockworld,2
,,,"[u'C,E:A,B,D:', u'C,E:A,B:D', u'C,E:A:D,B', u'C,E::D,B,A', u'C:E:D,B,A', u'C,A:E:D,B', u'C,A,B:E:D', u'C,A,B:E,D:', u'C,A:E,D:B', u'C:E,D:B,A', u':E,D,C:B,A', u'A:E,D,C:B', u'A:E,D,C,B:', u':E,D,C,B,A:']",,95641,"[7895, 9697, 11453, 12656, 13349, 15711, 16587, 17672, 18841, 19849, 21066, 21929, 22996]",blockworld,2
,,,"[u'E,B,D:C,A:', u'E,B,D:C:A', u'E,B:C,D:A', u'E:C,D:A,B', u'E:C:A,B,D', u'E::A,B,D,C', u':E:A,B,D,C', u'C:E:A,B,D', u'C:E,D:A,B', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,110960,"[2770, 3930, 4854, 6960, 8153, 9033, 10139, 10924, 12629, 13574, 14624]",blockworld,2
,,,"[u'E,A:C,B:D', u'E,A:C,B,D:', u'E:C,B,D:A', u'E,D:C,B:A', u'E,D:C:A,B', u'E,D::A,B,C', u'E::A,B,C,D', u':E:A,B,C,D', u':E,D:A,B,C', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,132783,"[7834, 9007, 13575, 14547, 15436, 16410, 17262, 18485, 19232, 20129, 21167]",blockworld,2
,,,"[u'D,B:A,E,C:', u'D,B,C:A,E:', u'D,B,C:A:E', u'D,B,C,A::E', u'D,B,C,A:E:', u'D,B,C:E:A', u'D,B:E,C:A', u'D:E,C:A,B', u'D:E:A,B,C', u':E,D:A,B,C', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,152914,"[8512, 9328, 10338, 11283, 13048, 14010, 14876, 15670, 16493, 17485, 18280, 19478]",blockworld,2
,,,"[u'C:A,E,B,D:', u'C:A,E,B:D', u':A,E,B:D,C', u':A,E:D,C,B', u'E:A:D,C,B', u'E::D,C,B,A', u':E:D,C,B,A', u'A:E:D,C,B', u'A,B:E:D,C', u'A,B,C:E:D', u'A,B,C:E,D:', u'A,B:E,D,C:', u'A:E,D,C,B:', u':E,D,C,B,A:']",,177248,"[12015, 12914, 13840, 14588, 15433, 16276, 17862, 18602, 19486, 20343, 21507, 22245, 23444]",blockworld,2
,,,"[u':C,A,B:E,D', u':C,A:E,D,B', u'A:C:E,D,B', u'A,B:C:E,D', u'A,B,C::E,D', u'A,B,C,D::E', u'A,B,C,D:E:', u'A,B,C:E,D:', u'A,B:E,D,C:', u'A:E,D,C,B:', u':E,D,C,B,A:']",,189337,"[3151, 4054, 4940, 5787, 6709, 7607, 8788, 9557, 10353, 11377]",blockworld,2
,,,"[u'E:C,B,A:D', u':C,B,A:D,E', u'A:C,B:D,E', u'A,B:C:D,E', u'A,B,C::D,E', u'A,B,C:E:D', u'A,B,C:E,D:', u'A,B:E,D,C:', u'A:E,D,C,B:', u':E,D,C,B,A:']",,204151,"[7599, 8564, 9262, 10062, 10814, 11606, 12363, 13143, 14087]",blockworld,2
,,,"[u'C,E,A:B,D:', u'C,E:B,D:A', u'C,E,D:B:A', u'C,E,D::A,B', u'C,E::A,B,D', u'C:E:A,B,D', u'C:E,D:A,B', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,221355,"[5314, 9577, 10512, 11887, 12703, 13507, 14366, 15298, 16504]",blockworld,2
,,,"[u':C,A,E:D,B', u':C,A:D,B,E', u'A:C:D,B,E', u'A:C,E:D,B', u'A,B:C,E:D', u'A,B:C:D,E', u'A,B,C::D,E', u'A,B,C:E:D', u'A,B,C:E,D:', u'A,B:E,D,C:', u'A:E,D,C,B:', u':E,D,C,B,A:']",,241310,"[8582, 9373, 11608, 12489, 13674, 14790, 15690, 16762, 17390, 18200, 19188]",blockworld,2
,,,"[u'C,E:B,A,D:', u'C,E,D:B,A:', u'C,E,D:B:A', u'C,E,D::A,B', u'C,E::A,B,D', u'C:E:A,B,D', u'C:E,D:A,B', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,259823,"[10107, 11191, 11978, 13189, 14141, 14918, 15862, 16653, 17708]",blockworld,2
,,,"[u'E,B:C,A,D:', u'E:C,A,D,B:', u'E,B:C,A,D:', u'E,B,D:C,A:', u'E,B,D:C:A', u'E,B:C,D:A', u'E:C,D:A,B', u'E:C:A,B,D', u'E::A,B,D,C', u':E:A,B,D,C', u'C:E:A,B,D', u'C:E,D:A,B', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,281372,"[3585, 6707, 7502, 8287, 9240, 10253, 12109, 13464, 14342, 15333, 17698, 18683, 19610, 20916]",blockworld,2
,,,"[u'E,C,A:B:D', u'E,C,A:B,D:', u'E,C:B,D:A', u'E,C,D:B:A', u'E,C,D::A,B', u'E,C::A,B,D', u'E::A,B,D,C', u':E:A,B,D,C', u'C:E:A,B,D', u'C:E,D:A,B', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,310372,"[14849, 15943, 17972, 19444, 21643, 22561, 23456, 24515, 25309, 26155, 26974, 28164]",blockworld,2
,,,"[u'C,A:B:', u'C,A::B', u'C::B,A', u':C:B,A', u'A:C:B', u'A:C,B:', u':C,B,A:']",,8777,"[1702, 2687, 3523, 5057, 5993, 6913]",blockworld,3
,,,"[u':C:D,B,A', u'C::D,B,A', u'C,A::D,B', u'C,A,B::D', u'C,A,B:D:', u'C,A:D:B', u'C:D:B,A', u':D,C:B,A', u'A:D,C:B', u'A:D,C,B:', u':D,C,B,A:']",,21381,"[1993, 3523, 4752, 5905, 7008, 8075, 9091, 10077, 10947, 11885]",blockworld,3
,,,"[u':C,A,B:E,D', u'B:C,A:E,D', u'B,A:C:E,D', u'B,A,D:C:E', u'B,A:C:E,D', u'B,A,C::E,D', u'B,A,C,D::E', u'B,A,C,D:E:', u'B,A,C:E,D:', u'B,A:E,D,C:', u'B:E,D,C:A', u':E,D,C,B:A', u':E,D,C,B,A:']",,38931,"[3445, 4542, 5755, 8973, 9663, 10590, 11609, 12875, 13758, 14890, 15418, 16305]",blockworld,3
,,,"[u'D,A:C,B,E:', u'D,A:C,B:E', u'D,A,B:C:E', u'D,A,B::E,C', u'D,A:B:E,C', u'D:B,A:E,C', u':B,A,D:E,C', u'C:B,A,D:E', u'C:B,A:E,D', u'C,A:B:E,D', u'C,A,B::E,D', u'C,A,B,D::E', u'C,A,B,D:E:', u'C,A,B:E,D:', u'C,A:E,D:B', u'C:E,D:B,A', u':E,D,C:B,A', u'A:E,D,C:B', u'A:E,D,C,B:', u':E,D,C,B,A:']",,61912,"[2598, 5351, 6088, 6717, 7302, 8252, 9392, 10081, 10879, 12022, 15105, 15622, 16906, 17884, 19067, 19492, 20517, 21366, 22272]",blockworld,3
,,,"[u'C,E:B,A,D:', u'C,E:B,A:D', u'C,E:B,A,D:', u'C:B,A,D:E', u'C,D:B,A:E', u'C,D,A:B:E', u'C,D,A,B::E', u'C,D,A,B:E:', u'C,D,A:E:B', u'C,D:E:B,A', u'C:E,D:B,A', u':E,D,C:B,A', u'A:E,D,C:B', u'A:E,D,C,B:', u':E,D,C,B,A:']",,79032,"[2872, 4085, 5014, 6305, 7495, 9604, 10418, 11273, 12187, 12924, 13664, 14535, 15695, 16421]",blockworld,3
,,,"[u'C:B,E,D,A:', u'C,A:B,E,D:', u'C,A,D:B,E:', u'C,A,D:B:E', u'C,A,D,B::E', u'C,A,D,B:E:', u'C,A,D:E:B', u'C,A:E,D:B', u'C:E,D:B,A', u':E,D,C:B,A', u'A:E,D,C:B', u'A:E,D,C,B:', u':E,D,C,B,A:']",,92520,"[2134, 3277, 5046, 5844, 6529, 7351, 8280, 9116, 9725, 10462, 11593, 12190]",blockworld,3
,,,"[u'E,A:C,B:D', u'E,A:C:D,B', u'E:C:D,B,A', u'E:C,A:D,B', u'E,B:C,A:D', u'E,B:C,A,D:', u'E:C,A,D:B', u'E,D:C,A:B', u'E,D:C:B,A', u'E,D::B,A,C', u'E::B,A,C,D', u':E:B,A,C,D', u':E,D:B,A,C', u':E,D,C:B,A', u'A:E,D,C:B', u'A:E,D,C,B:', u':E,D,C,B,A:']",,109284,"[2857, 3714, 4772, 5369, 6244, 7334, 8500, 9225, 9660, 11467, 12069, 13069, 13571, 14263, 15355, 16178]",blockworld,3
,,,"[u'E,D:C,A,B:', u'E,D:C,A:B', u'E,D:C:B,A', u'E,D::B,A,C', u'E::B,A,C,D', u':E:B,A,C,D', u':E,D:B,A,C', u'C:E,D:B,A', u':E,D,C:B,A', u'A:E,D,C:B', u'A:E,D,C,B:', u':E,D,C,B,A:']",,119638,"[1524, 1984, 2669, 3776, 4400, 5100, 6219, 7474, 7918, 8567, 9452]",blockworld,3
,,,"[u'C,E,A:B,D:', u'C,E:B,D:A', u'C,E:B:A,D', u'C:B,E:A,D', u':B,E:A,D,C', u'E:B:A,D,C', u'E:B,C:A,D', u'E,D:B,C:A', u'E,D,C:B:A', u'E,D,C::A,B', u'E,D::A,B,C', u'E::A,B,C,D', u':E:A,B,C,D', u':E,D:A,B,C', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,138628,"[2153, 3226, 4054, 5113, 5742, 7245, 8175, 11591, 12048, 12797, 13468, 14159, 14867, 15798, 16852, 18157]",blockworld,3
,,,"[u'E,B,D:C,A:', u'E,B,D:C:A', u'E,B:C,D:A', u'E:C,D:A,B', u'E,D:C:A,B', u'E,D::A,B,C', u'E::A,B,C,D', u':E:A,B,C,D', u':E,D:A,B,C', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,151162,"[3556, 5005, 6153, 7077, 7749, 8375, 9050, 9795, 10354, 11252, 11889]",blockworld,3
,,,"[u'E,B:C,A,D:', u'E,B,D:C,A:', u'E,B,D:C:A', u'E,B:C,D:A', u'E:C,D:A,B', u'E,D:C:A,B', u'E,D::A,B,C', u'E::A,B,C,D', u':E:A,B,C,D', u':E,D:A,B,C', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,163719,"[3720, 4419, 5381, 6278, 6852, 7854, 8724, 9369, 10078, 10611, 11205, 11977]",blockworld,3
,,,"[u'D,B:A,E,C:', u'D,B,C:A,E:', u'D,B,C,E:A:', u'D,B,C,E::A', u'D,B,C:E:A', u'D,B:E,C:A', u'D:E,C:A,B', u'D:E:A,B,C', u':E,D:A,B,C', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,175999,"[2405, 3063, 3906, 4533, 7101, 7992, 8351, 9199, 9843, 11082, 11702]",blockworld,3
,,,"[u'C:A,E,B,D:', u'C,D:A,E,B:', u'C,D,B:A,E:', u'C,D,B,E:A:', u'C,D,B,E::A', u'C,D,B:E:A', u'C,D:E:A,B', u'C:E,D:A,B', u':E,D,C:A,B', u':E,D,C,B:A', u'A:E,D,C,B:', u':E,D,C,B,A:']",,191836,"[6095, 6889, 7828, 8460, 9246, 10250, 10622, 11666, 12223, 13369, 14892]",blockworld,3
,,,"[u'E:C,B,A:D', u'E,A:C,B:D', u'E,A,B:C:D', u'E,A,B,C::D', u'E,A,B::D,C', u'E,A::D,C,B', u'E::D,C,B,A', u':E:D,C,B,A', u'A:E:D,C,B', u'A,B:E:D,C', u'A,B,C:E:D', u'A,B,C:E,D:', u'A,B:E,D,C:', u'A:E,D,C,B:', u':E,D,C,B,A:']",,210909,"[5174, 5745, 7287, 10248, 10617, 11269, 11889, 12935, 14263, 15169, 15861, 16387, 16987, 18418]",blockworld,3
,,,"[u':C,A,E:D,B', u'E:C,A:D,B', u'E:C:D,B,A', u':C:D,B,A,E', u'C::D,B,A,E', u'C:E:D,B,A', u'C,A:E:D,B', u'C,A,B:E:D', u'C,A,B:E,D:', u'C,A:E,D:B', u'C:E,D:B,A', u':E,D,C:B,A', u'A:E,D,C:B', u'A:E,D,C,B:', u':E,D,C,B,A:']",,229739,"[2205, 3703, 8857, 9495, 10257, 10861, 11819, 12218, 13721, 14257, 15709, 16379, 17063, 18173]",blockworld,3
,,,"[u'E,C,A:B:D', u'E,C:B,A:D', u'E:B,A,C:D', u':B,A,C:D,E', u'C:B,A:D,E', u'C:B:D,E,A', u'C,B::D,E,A', u'C,B,A::D,E', u'C,B,A:E:D', u'C,B,A:E,D:', u'C,B:E,D:A', u'C:E,D:A,B', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,243435,"[2389, 3085, 4712, 5938, 6322, 6902, 7607, 8566, 9122, 10037, 10973, 11909, 12577, 13122]",blockworld,3
,,,"[u'C,E:A,B,D:', u'C,E,D:A,B:', u'C,E,D,B:A:', u'C,E,D,B::A', u'C,E,D::A,B', u'C,E::A,B,D', u'C::A,B,D,E', u'C:E:A,B,D', u'C:E,D:A,B', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,258230,"[4879, 7159, 8014, 8555, 9981, 10561, 11607, 12245, 12838, 13417, 14214]",blockworld,3
,,,"[u'C:A:B', u'C,B:A:', u'C,B,A::', u'C,B:A:', u'C:A,B:', u':A,B,C:', u'C:A,B:', u'C,B:A:', u'C,B,A::', u'C,B::A', u'C::A,B', u':C:A,B', u':C,B:A', u':C,B,A:']",,69324,"[5178, 6748, 21982, 25027, 26101, 29867, 30871, 31765, 46327, 47475, 48424, 49403, 50977]",blockworld,0
,,,"[u':B,A,C:D', u':B,A:D,C', u'A:B:D,C', u'A,B::D,C', u'A,B,C::D', u'A,B,C:D:', u'A,B:D,C:', u'A:D,C,B:', u':D,C,B,A:']",,82489,"[4076, 4894, 6794, 7718, 8836, 10056, 11018, 12254]",blockworld,0
,,,"[u'C,E:B,A,D:', u'C,E:B,A:D', u'C,E:B:D,A', u'C,E::D,A,B', u'C:E:D,A,B', u'C:E,B:D,A', u'C,B:E:D,A', u'C,B:E,A:D', u'C,B,A:E:D', u'C,B,A:E,D:', u'C,B:E,D,A:', u'C,B:E,D:A', u'C:E,D,B:A', u'C:E,D:A,B', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,111521,"[3672, 5076, 7007, 9481, 10758, 13832, 15141, 16752, 18537, 19491, 20945, 22191, 23282, 25540, 26607, 28122]",blockworld,0
,,,"[u'E,A:C,B:D', u'E,A:C:D,B', u'E:C,A:D,B', u'E:C:D,B,A', u'E::D,B,A,C', u':E:D,B,A,C', u':E,C:D,B,A', u':E,C,A:D,B', u':E,C,A,B:D', u'B:E,C,A:D', u'B,A:E,C:D', u'B,A,C:E:D', u'B,A,C:E,D:', u'B,A:E,D,C:', u'B:E,D,C,A:', u'B:E,D,C,A:', u'B:E,D,C,A:', u'B:E,D,C:A', u':E,D,C,B:A', u':E,D,C,B,A:']",,152261,"[4633, 9072, 10424, 11477, 14432, 15993, 19950, 20741, 23396, 26548, 27413, 28633, 30257, 31355, 32770, 34678, 36182, 37852, 39877]",blockworld,0
,,,"[u'C,E,A:B,D:', u'C,E,A:B:D', u'C,E,A:B,D:', u'C,E:B,D,A:', u'C,E:B,D:A', u'C,E:B:A,D', u'C,E::A,D,B', u'C:E:A,D,B', u'C:E,B:A,D', u'C,B:E:A,D', u'C,B:E,D:A', u'C:E,D,B:A', u'C:E,D:A,B', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,177464,"[3177, 5559, 6192, 7493, 10567, 11973, 13491, 14932, 16356, 18073, 19957, 21144, 22079, 22934, 24422]",blockworld,0
,,,"[u'E,B:C,A,D:', u'E:C,A,D,B:', u'E:C,A,D:B', u'E:C,A:B,D', u'E:C:B,D,A', u'E::B,D,A,C', u':E:B,D,A,C', u'C:E:B,D,A', u'C,A:E:B,D', u'C,A:E,D:B', u'C:E,D:B,A', u'C,A:E,D:B', u'C,A:E,D,B:', u'C:E,D,B,A:', u'C:E,D,B:A', u'C:E,D:A,B', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,210678,"[3134, 4296, 7102, 8388, 9706, 10599, 13250, 15147, 15691, 17330, 19677, 22414, 23311, 24768, 26578, 28400, 31104, 32250]",blockworld,0
,,,"[u'E,C,A:B:D', u'E,C:B,A:D', u'E,C:B:D,A', u'E,C::D,A,B', u'E:C:D,A,B', u'E::D,A,B,C', u':E:D,A,B,C', u':E,C:D,A,B', u'C:E:D,A,B', u'C,B:E:D,A', u'C,B,A:E:D', u'C,B,A:E,D:', u'C,B:E,D,A:', u'C,B:E,D:A', u'C:E,D:A,B', u':E,D,C:A,B', u':E,D,C,B:A', u':E,D,C,B,A:']",,237062,"[2934, 3973, 6278, 7493, 8800, 9521, 11681, 12731, 15302, 16629, 17830, 18557, 19784, 22005, 23172, 24439, 25601]",blockworld,0
,,,"[u':C,A,E:D,B', u':C,A:D,B,E', u'A:C:D,B,E', u'A,C::D,B,E', u'A,C:E:D,B', u'A,C,B:E:D', u'A,C,B:E,D:', u'A,C:E,D:B', u'A:E,D,C:B', u'A:E,D,C,B:', u':E,D,C,B,A:']",,253547,"[4835, 5594, 7323, 8482, 9888, 10780, 12151, 13308, 14283, 15587]",blockworld,0
,,,"[u'E,B,D:C,A:', u'E,B,D:C:A', u'E,B,D::A,C', u'E,B::A,C,D', u'E::A,C,D,B', u':E:A,C,D,B', u'B:E:A,C,D', u'B:E,D:A,C', u'B:E,D,C:A', u':E,D,C,B:A', u':E,D,C,B,A:']",,272755,"[5636, 6653, 7729, 10059, 11090, 13092, 14656, 15620, 17106, 18213]",blockworld,0
,,,"[u'C:B,E,D,A:', u':B,E,D,A,C:', u':B,E,D,A:C', u'A:B,E,D:C', u'A:B,E:C,D', u'A:B:C,D,E', u'A,B::C,D,E', u'A,B:E:C,D', u'A,B:E,D:C', u'A,B:E,D,C:', u'A:E,D,C,B:', u':E,D,C,B,A:']",,291752,"[5552, 6417, 7989, 9586, 11273, 13011, 14095, 15001, 15938, 17116, 18161]",blockworld,0
